"","argumentTypeId","decimalLatitude","decimalLongitude","eventDateUnixEpoch","interactionTypeId","interactionTypeName","localityId","localityName","referenceCitation","referenceDoi","referenceUrl","sourceArchiveURI","sourceBasisOfRecordId","sourceBasisOfRecordName","sourceBodyPartId","sourceBodyPartName","sourceCatalogNumber","sourceCitation","sourceCollectionCode","sourceDOI","sourceId","sourceInstitutionCode","sourceLastSeenAtUnixEpoch","sourceLifeStageId","sourceLifeStageName","sourceNamespace","sourceOccurrenceId","sourcePhysiologicalStateId","sourcePhysiologicalStateName","sourceSexId","sourceSexName","sourceTaxonClassId","sourceTaxonClassName","sourceTaxonFamilyId","sourceTaxonFamilyName","sourceTaxonGenusId","sourceTaxonGenusName","sourceTaxonId","sourceTaxonIds","sourceTaxonKingdomId","sourceTaxonKingdomName","sourceTaxonName","sourceTaxonOrderId","sourceTaxonOrderName","sourceTaxonPathIds","sourceTaxonPathNames","sourceTaxonPathRankNames","sourceTaxonPhylumId","sourceTaxonPhylumName","sourceTaxonRank","sourceTaxonSpeciesId","sourceTaxonSpeciesName","targetArchiveURI","targetBasisOfRecordId","targetBasisOfRecordName","targetBodyPartId","targetBodyPartName","targetCatalogNumber","targetCitation","targetCollectionCode","targetDOI","targetId","targetInstitutionCode","targetLastSeenAtUnixEpoch","targetLifeStageId","targetLifeStageName","targetNamespace","targetOccurrenceId","targetPhysiologicalStateId","targetPhysiologicalStateName","targetSexId","targetSexName","targetTaxonClassId","targetTaxonClassName","targetTaxonFamilyId","targetTaxonFamilyName","targetTaxonGenusId","targetTaxonGenusName","targetTaxonId","targetTaxonIds","targetTaxonKingdomId","targetTaxonKingdomName","targetTaxonName","targetTaxonOrderId","targetTaxonOrderName","targetTaxonPathIds","targetTaxonPathNames","targetTaxonPathRankNames","targetTaxonPhylumId","targetTaxonPhylumName","targetTaxonRank","targetTaxonSpeciesId","targetTaxonSpeciesName","resolvedPlantNames","New.Genus","New.Species"
"22164","https://en.wiktionary.org/wiki/support",34.019513,-119.72834,458524800000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island","https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=127246",NA,NA,"https://github.com/globalbioticinteractions/ucsb-izc/archive/aef653b2097b937955f1c167d143b21f9914cfb0.zip",NA,NA,NA,NA,"UCSB-IZC00019981","University of California Santa Barbara Invertebrate Zoology Collection",NA,NA,"269003f0-2be0-4b77-b344-2375ea13b9d8","UCSB","2021-09-11 01:51:19",NA,"Adult","globalbioticinteractions/ucsb-izc",NA,NA,NA,NA,"Male",NA,"Insecta",NA,"Colletidae",NA,"Hylaeus","ITIS:655753","GBIF:1350015 | IRMNG:10235071 | ITIS:655753",NA,"Animalia","Hylaeus polifolii",NA,"Hymenoptera",NA,"Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Colletidae | Hylaeinae | Hylaeus | Hylaeus polifolii","kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | genus | species",NA,"Arthropoda","species",NA,"Hylaeus polifolii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBIF:220","Magnoliopsida","GBIF:6720","Apiaceae","GBIF:3034921","Foeniculum","GBIF:3034921","GBIF:3034921 | IRMNG:1099192 | ITIS:29508 | NCBI:48037 | WD:Q27030","GBIF:6","Plantae","Foeniculum","GBIF:1351","Apiales","GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:1351 | GBIF:6720 | GBIF:3034921","Plantae | Tracheophyta | Magnoliopsida | Apiales | Apiaceae | Foeniculum","kingdom | phylum | class | order | family | genus","GBIF:7707728","Tracheophyta","genus",NA,NA,NA,NA,NA
"22165","https://en.wiktionary.org/wiki/support",34.019513,-119.72834,458524800000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island","https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=127248",NA,NA,"https://github.com/globalbioticinteractions/ucsb-izc/archive/aef653b2097b937955f1c167d143b21f9914cfb0.zip",NA,NA,NA,NA,"UCSB-IZC00035419","University of California Santa Barbara Invertebrate Zoology Collection",NA,NA,"05696a15-33ca-4ac6-95ea-2413f92c8467","UCSB","2021-09-11 01:51:19",NA,"Adult","globalbioticinteractions/ucsb-izc",NA,NA,NA,NA,"Male",NA,"Insecta",NA,"Colletidae",NA,"Hylaeus","ITIS:655753","GBIF:1350015 | IRMNG:10235071 | ITIS:655753",NA,"Animalia","Hylaeus polifolii",NA,"Hymenoptera",NA,"Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Colletidae | Hylaeinae | Hylaeus | Hylaeus polifolii","kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | genus | species",NA,"Arthropoda","species",NA,"Hylaeus polifolii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBIF:220","Magnoliopsida","GBIF:6720","Apiaceae","GBIF:3034921","Foeniculum","GBIF:3034921","GBIF:3034921 | IRMNG:1099192 | ITIS:29508 | NCBI:48037 | WD:Q27030","GBIF:6","Plantae","Foeniculum","GBIF:1351","Apiales","GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:1351 | GBIF:6720 | GBIF:3034921","Plantae | Tracheophyta | Magnoliopsida | Apiales | Apiaceae | Foeniculum","kingdom | phylum | class | order | family | genus","GBIF:7707728","Tracheophyta","genus",NA,NA,NA,NA,NA
"22454","https://en.wiktionary.org/wiki/support",34.019513,-119.72834,619833600000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island","https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=127230",NA,NA,"https://github.com/globalbioticinteractions/ucsb-izc/archive/aef653b2097b937955f1c167d143b21f9914cfb0.zip",NA,NA,NA,NA,"UCSB-IZC00035552","University of California Santa Barbara Invertebrate Zoology Collection",NA,NA,"49645a4c-5b9f-4649-97a5-1957b449896a","UCSB","2021-09-11 01:51:19",NA,"Adult","globalbioticinteractions/ucsb-izc",NA,NA,NA,NA,"Male",NA,"Insecta",NA,"Colletidae",NA,"Colletes","ITIS:655019","GBIF:1348916 | IRMNG:11023603 | ITIS:655019",NA,"Animalia","Colletes slevini",NA,"Hymenoptera",NA,"Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Colletidae | Colletinae | Colletes | Colletes slevini","kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | genus | species",NA,"Arthropoda","species",NA,"Colletes slevini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBIF:220","Magnoliopsida","GBIF:6720","Apiaceae","GBIF:3034921","Foeniculum","GBIF:3034921","GBIF:3034921 | IRMNG:1099192 | ITIS:29508 | NCBI:48037 | WD:Q27030","GBIF:6","Plantae","Foeniculum","GBIF:1351","Apiales","GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:1351 | GBIF:6720 | GBIF:3034921","Plantae | Tracheophyta | Magnoliopsida | Apiales | Apiaceae | Foeniculum","kingdom | phylum | class | order | family | genus","GBIF:7707728","Tracheophyta","genus",NA,NA,NA,NA,NA
"23374","https://en.wiktionary.org/wiki/support",34.06666,-119.925,1207785600000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island, Fraser Point","Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",NA,NA,"https://github.com/globalbioticinteractions/arthropodEasyCaptureAMNH/archive/41a0d5c31e661a60cce248f5255e4f5bfcbd4083.zip",NA,NA,NA,NA,"AMNH_BEE 00250678","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",NA,NA,"urn:uuid:886aa00a-d8e1-11e2-99a2-0026552be7ea","AMNH","2021-09-10 23:07:05",NA,"Adult","globalbioticinteractions/arthropodEasyCaptureAMNH",NA,NA,NA,NA,"Female",NA,"Insecta",NA,"Andrenidae",NA,"Andrena","ITIS:654462","GBIF:1358070 | IRMNG:10233744 | ITIS:654462",NA,"Animalia","Andrena plana",NA,"Hymenoptera",NA,"Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Andrenidae | Andreninae | Andrenini | Andrena | Andrena plana","kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species",NA,"Arthropoda","species",NA,"Andrena plana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBIF:220","Magnoliopsida","GBIF:3065","Asteraceae","GBIF:3129135","Baccharis","GBIF:3129135","EOL_V2:44889 | GBIF:3129135 | IRMNG:1371296 | ITIS:35681 | NCBI:41487 | WD:Q133834 | WORMS:415090","GBIF:6","Plantae","Baccharis","GBIF:414","Asterales","GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:414 | GBIF:3065 | GBIF:3129135 |","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Baccharis |","kingdom | phylum | class | order | family | genus | species","GBIF:7707728","Tracheophyta","genus",NA,NA,NA,NA,NA
"23375","https://en.wiktionary.org/wiki/support",34.06666,-119.925,1207785600000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island, Fraser Point","Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",NA,NA,"https://github.com/globalbioticinteractions/arthropodEasyCaptureAMNH/archive/41a0d5c31e661a60cce248f5255e4f5bfcbd4083.zip",NA,NA,NA,NA,"AMNH_BEE 00250678","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",NA,NA,"urn:uuid:886aa00a-d8e1-11e2-99a2-0026552be7ea","AMNH","2021-09-10 23:07:05",NA,"Adult","globalbioticinteractions/arthropodEasyCaptureAMNH",NA,NA,NA,NA,"Female",NA,"Insecta",NA,"Andrenidae",NA,"Andrena","ITIS:654462","GBIF:1358070 | IRMNG:10233744 | ITIS:654462",NA,"Animalia","Andrena plana",NA,"Hymenoptera",NA,"Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Andrenidae | Andreninae | Andrenini | Andrena | Andrena plana","kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species",NA,"Arthropoda","species",NA,"Andrena plana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBIF:220","Magnoliopsida","GBIF:3065","Asteraceae","GBIF:3129135","Baccharis","GBIF:3129135","EOL_V2:44889 | GBIF:3129135 | IRMNG:1371296 | ITIS:35681 | NCBI:41487 | WD:Q133834 | WORMS:415090","GBIF:6","Plantae","Baccharis","GBIF:414","Asterales","GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:414 | GBIF:3065 | GBIF:3129135 |","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Baccharis |","kingdom | phylum | class | order | family | genus | species","GBIF:7707728","Tracheophyta","genus",NA,NA,NA,NA,NA
"27796","https://en.wiktionary.org/wiki/support",34,-119.71666,1207526400000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island, UCSB Field Station","Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",NA,NA,"https://github.com/globalbioticinteractions/arthropodEasyCaptureAMNH/archive/41a0d5c31e661a60cce248f5255e4f5bfcbd4083.zip",NA,NA,NA,NA,"AMNH_BEE 00203591","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",NA,NA,"urn:uuid:8637b3b8-d8e1-11e2-99a2-0026552be7ea","AMNH","2021-09-10 23:07:05",NA,"Adult","globalbioticinteractions/arthropodEasyCaptureAMNH",NA,NA,NA,NA,"Female",NA,"Insecta",NA,"Halictidae",NA,"Augochlorella","INAT_TAXON:82525","GBIF:1352577 | INAT_TAXON:82525 | ITIS:754343 | NCBI:178018 | WD:Q2415222",NA,"Animalia","Augochlorella pomoniella",NA,"Hymenoptera",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Augochlorella | Augochlorella pomoniella","kingdom | phylum | class | order | family | genus | species",NA,"Arthropoda","species",NA,"Augochlorella pomoniella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOL:283","Magnoliopsida","EOL:4377","Ranunculaceae","EOL:37662","Ranunculus","EOL:37662","EOL:37662 | GBIF:3033294 | GBIF:6374399 | INAT_TAXON:181612 | INAT_TAXON:48230 | IRMNG:1256294 | ITIS:18558 | ITIS:821154 | NCBI:286890 | WD:Q146130 | WORMS:416215","EOL_V2:281","Plantae","Ranunculus","EOL:4346","Ranunculales","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4346 | EOL:4377 | EOL:37662","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Ranunculus","kingdom | phylum | class | order | family | genus","EOL:4077","Tracheophyta","genus",NA,NA,NA,NA,NA
"27797","https://en.wiktionary.org/wiki/support",34,-119.71666,1207526400000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island, UCSB Field Station","Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",NA,NA,"https://github.com/globalbioticinteractions/arthropodEasyCaptureAMNH/archive/41a0d5c31e661a60cce248f5255e4f5bfcbd4083.zip",NA,NA,NA,NA,"AMNH_BEE 00203591","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",NA,NA,"urn:uuid:8637b3b8-d8e1-11e2-99a2-0026552be7ea","AMNH","2021-09-10 23:07:05",NA,"Adult","globalbioticinteractions/arthropodEasyCaptureAMNH",NA,NA,NA,NA,"Female",NA,"Insecta",NA,"Halictidae",NA,"Augochlorella","INAT_TAXON:82525","GBIF:1352577 | INAT_TAXON:82525 | ITIS:754343 | NCBI:178018 | WD:Q2415222",NA,"Animalia","Augochlorella pomoniella",NA,"Hymenoptera",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Augochlorella | Augochlorella pomoniella","kingdom | phylum | class | order | family | genus | species",NA,"Arthropoda","species",NA,"Augochlorella pomoniella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EOL:283","Magnoliopsida","EOL:4377","Ranunculaceae","EOL:37662","Ranunculus","EOL:37662","EOL:37662 | GBIF:3033294 | GBIF:6374399 | INAT_TAXON:181612 | INAT_TAXON:48230 | IRMNG:1256294 | ITIS:18558 | ITIS:821154 | NCBI:286890 | WD:Q146130 | WORMS:416215","EOL_V2:281","Plantae","Ranunculus","EOL:4346","Ranunculales","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4346 | EOL:4377 | EOL:37662","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Ranunculus","kingdom | phylum | class | order | family | genus","EOL:4077","Tracheophyta","genus",NA,NA,NA,NA,NA
"27808","https://en.wiktionary.org/wiki/support",33.5944,-119.4247,1564790400000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island, by lower winery building, in the field to the east","https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=229484",NA,NA,"https://github.com/globalbioticinteractions/ucsb-izc/archive/aef653b2097b937955f1c167d143b21f9914cfb0.zip",NA,NA,NA,NA,"UCSB-IZC00039727","University of California Santa Barbara Invertebrate Zoology Collection",NA,NA,"f8e061e2-2389-437a-a56e-64ab706fbd1d","UCSB","2021-09-11 01:51:19",NA,"Adult","globalbioticinteractions/ucsb-izc",NA,NA,NA,NA,"Female",NA,"Insecta",NA,"Halictidae",NA,"Augochlorella","INAT_TAXON:82525","GBIF:1352577 | INAT_TAXON:82525 | ITIS:754343 | NCBI:178018 | WD:Q2415222",NA,"Animalia","Augochlorella pomoniella",NA,"Hymenoptera",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Augochlorella | Augochlorella pomoniella","kingdom | phylum | class | order | family | genus | species",NA,"Arthropoda","species",NA,"Augochlorella pomoniella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705","Equisetopsida","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51298268","Convolvulaceae","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51298269","Convolvulus","ALATaxon:https://id.biodiversity.org.au/node/apni/2909693","ALATaxon:https://id.biodiversity.org.au/node/apni/2909693 | EOL:582958 | GBIF:2928390 | GBIF:8760504 | INAT_TAXON:53021 | IRMNG:10762108 | ITIS:30705 | NCBI:4123 | WD:Q111346 | doi:10.3897/phytokeys.51.7104 | doi:10.5281/zenodo.291971 | doi:10.5962/bhl.title.669 | http://taxon-concept.plazi.org/id/Plantae/Convolvulus_arvensis_L._1753 | http://taxon-concept.plazi.org/id/Plantae/Convolvulus_arvensis_Linnaeus_1753 | http://treatment.plazi.org/id/10092A66B79CFEBC0C0109287C699ED5 | http://treatment.plazi.org/id/1246D482A4BEA88A3BA9C2B66358EE74 | http://treatment.plazi.org/id/F6F220495A49F3DD33B9E39883455079","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710","Plantae","Convolvulus arvensis","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51303943","Solanales","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51303943 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51298268 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51298269 | ALATaxon:https://id.biodiversity.org.au/node/apni/2909693","Plantae | Charophyta | Equisetopsida | Magnoliidae | Solanales | Convolvulaceae | Convolvulus | Convolvulus arvensis","kingdom | phylum | class | subclass | order | family | genus | species","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706","Charophyta","species","ALATaxon:https://id.biodiversity.org.au/node/apni/2909693","Convolvulus arvensis","Convolvulus arvensis","Convolvulus","arvensis"
"27809","https://en.wiktionary.org/wiki/support",34.016667,-119.716667,717033600000,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island; 34.016667 -119.716667","https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43892091",NA,NA,"https://github.com/globalbioticinteractions/scan/archive/a27cc20410daa12d736914bf66d86f65911d762c.zip",NA,NA,NA,NA,"SBMNHENT0117010","Symbiota Collections of Arthropods Network (SCAN)",NA,NA,"efb7ca46-fa03-46ad-9114-b840656e52ec","SBMNH","2021-09-11 01:36:27",NA,"adult","globalbioticinteractions/scan",NA,NA,NA,NA,"male",NA,"Insecta",NA,"Halictidae",NA,"Augochlorella","INAT_TAXON:82525","GBIF:1352577 | INAT_TAXON:82525 | ITIS:754343 | NCBI:178018 | WD:Q2415222",NA,"Animalia","Augochlorella pomoniella",NA,"Hymenoptera",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Augochlorella | Augochlorella pomoniella","kingdom | phylum | class | order | family | genus | species",NA,"Arthropoda","species",NA,"Augochlorella pomoniella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBIF:220","Magnoliopsida","GBIF:2416","Polygonaceae","GBIF:8381158","Eriogonum","GBIF:8381158","GBIF:8381158 | INAT_TAXON:48939 | IRMNG:1311529 | ITIS:21054 | NCBI:63080 | WD:Q2707277 | WD:Q5389420","GBIF:6","Plantae","Eriogonum","GBIF:422","Caryophyllales","GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:422 | GBIF:2416 | GBIF:8381158 |","Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Polygonaceae | Eriogonum |","kingdom | phylum | class | order | family | genus | species","GBIF:7707728","Tracheophyta","genus",NA,NA,NA,NA,NA
"27810","https://en.wiktionary.org/wiki/support",33.997278,-119.714056,1.567296e+12,"http://purl.obolibrary.org/obo/RO_0002437","interactsWith",NA,"Santa Cruz Island, main ranch chapel yard","https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=181405",NA,NA,"https://github.com/globalbioticinteractions/ucsb-izc/archive/aef653b2097b937955f1c167d143b21f9914cfb0.zip",NA,NA,NA,NA,"UCSB-IZC00041870","University of California Santa Barbara Invertebrate Zoology Collection",NA,NA,"e9d5a066-7ddc-47a7-8b80-7b9208d8bfa0","UCSB","2021-09-11 01:51:19",NA,"Adult","globalbioticinteractions/ucsb-izc",NA,NA,NA,NA,"Female",NA,"Insecta",NA,"Halictidae",NA,"Augochlorella","INAT_TAXON:82525","GBIF:1352577 | INAT_TAXON:82525 | ITIS:754343 | NCBI:178018 | WD:Q2415222",NA,"Animalia","Augochlorella pomoniella",NA,"Hymenoptera",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Augochlorella | Augochlorella pomoniella","kingdom | phylum | class | order | family | genus | species",NA,"Arthropoda","species",NA,"Augochlorella pomoniella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705","Equisetopsida","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51298268","Convolvulaceae","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51298269","Convolvulus","ALATaxon:https://id.biodiversity.org.au/node/apni/2909693","ALATaxon:https://id.biodiversity.org.au/node/apni/2909693 | EOL:582958 | GBIF:2928390 | GBIF:8760504 | INAT_TAXON:53021 | IRMNG:10762108 | ITIS:30705 | NCBI:4123 | WD:Q111346 | doi:10.3897/phytokeys.51.7104 | doi:10.5281/zenodo.291971 | doi:10.5962/bhl.title.669 | http://taxon-concept.plazi.org/id/Plantae/Convolvulus_arvensis_L._1753 | http://taxon-concept.plazi.org/id/Plantae/Convolvulus_arvensis_Linnaeus_1753 | http://treatment.plazi.org/id/10092A66B79CFEBC0C0109287C699ED5 | http://treatment.plazi.org/id/1246D482A4BEA88A3BA9C2B66358EE74 | http://treatment.plazi.org/id/F6F220495A49F3DD33B9E39883455079","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710","Plantae","Convolvulus arvensis","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51303943","Solanales","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51303943 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51298268 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51298269 | ALATaxon:https://id.biodiversity.org.au/node/apni/2909693","Plantae | Charophyta | Equisetopsida | Magnoliidae | Solanales | Convolvulaceae | Convolvulus | Convolvulus arvensis","kingdom | phylum | class | subclass | order | family | genus | species","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706","Charophyta","species","ALATaxon:https://id.biodiversity.org.au/node/apni/2909693","Convolvulus arvensis","Convolvulus arvensis","Convolvulus","arvensis"
