"","source_taxon_external_id","genus","species","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","latitude","longitude","study_citation","study_source_citation"
"210","GBIF:1340503","Bombus","terrestris","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus terrestris",NA,"hasEndoparasitoid","GBIF:1568963","Physocephala rufipes","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala rufipes",NA,NA,NA,NA,NA
"211","GBIF:1340503","Bombus","terrestris","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus terrestris",NA,"hasPathogen","EOL:11926867","Nosema bombi","Fungi | Microspora | Microsporea | Microsporida | Nosematidae | Nosema | Nosema",NA,NA,NA,NA,NA
"212","GBIF:1340286","Bombus","muscorum","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus muscorum",NA,"hasEndoparasitoid","GBIF:5076715","Conops vesicularis","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Conops | Conops vesicularis",NA,NA,NA,NA,NA
"213","GBIF:1340286","Bombus","muscorum","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus muscorum",NA,"hasEndoparasitoid","GBIF:1568956","Physocephala nigra","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala nigra",NA,NA,NA,NA,NA
"214","GBIF:1340342","Bombus","sylvarum","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus sylvarum",NA,"hasEndoparasitoid","GBIF:1568963","Physocephala rufipes","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala rufipes",NA,NA,NA,NA,NA
"215","GBIF:1340394","Bombus","ruderarius","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus ruderarius",NA,"hasEndoparasitoid","GBIF:1568963","Physocephala rufipes","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala rufipes",NA,NA,NA,NA,NA
"216","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasEndoparasite","GBIF:4542910","Acarapis woodi","Animalia | Arthropoda | Arachnida | Prostigmata | Tarsonemidae | Acarapis | Acarapis woodi",NA,NA,NA,NA,NA
"217","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasEndoparasite","EOL:976055","Melissococcus plutonius","Bacteria | Firmicutes | Bacilli | Lactobacillales | Enterococcaceae | Melissococcus | Melissococcus plutonius",NA,NA,NA,NA,NA
"218","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasEctoparasite","GBIF:2188249","Varroa destructor","Animalia | Arthropoda | Arachnida | Mesostigmata | Varroidae | Varroa | Varroa destructor",NA,NA,NA,NA,NA
"219","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasParasite","GBIF:1870988","Achroia grisella","Animalia | Arthropoda | Insecta | Lepidoptera | Pyralidae | Achroia | Achroia grisella",NA,NA,NA,NA,NA
"220","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasParasite","GBIF:1876542","Galleria mellonella","Animalia | Arthropoda | Insecta | Lepidoptera | Pyralidae | Galleria | Galleria mellonella",NA,NA,NA,NA,NA
"221","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasParasite","EOL:3218776","Aethina tumida","Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Coleoptera | Polyphaga | Cucujiformia | Cucujoidea | Nitidulidae | Nitidulinae | Aethina | Aethina tumida",NA,NA,NA,NA,NA
"222","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","bioinfo:taxon:160964","Black Queen Cell virus (BQCV)",NA,NA,NA,NA,NA,NA
"223","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","bioinfo:taxon:160967","Acute Bee Paralysis virus (ABPV or APV)",NA,NA,NA,NA,NA,NA
"224","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","bioinfo:taxon:160969","Kashmir Bee virus (KBV)",NA,NA,NA,NA,NA,NA
"225","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","bioinfo:taxon:160973","Morator aetatulas",NA,NA,NA,NA,NA,NA
"226","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","bioinfo:taxon:160971","Chronic Paralysis virus",NA,NA,NA,NA,NA,NA
"227","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","bioinfo:taxon:160968","Israel Acute Paralysis virus (IAPV)",NA,NA,NA,NA,NA,NA
"228","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","NBN:BMSSYS0000006760","Fennellia flavipes","Fennellia flavipes",NA,NA,NA,NA,NA
"229","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","EOL:8754850","Nosema ceranae","Fungi | Microspora | Microsporea | Microsporida | Nosematidae | Nosema | Nosema",NA,NA,NA,NA,NA
"230","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","EOL_V2:11623208","Kakugo virus","Viruses | Ssrna viruses | Ssrna positive-strand viruses, no DNA stage | Picornavirales | Iflaviridae | Iflavirus | Deformed wing virus | Kakugo virus",NA,NA,NA,NA,NA
"231","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","GBIF:8997341","Iflavirus","| Picornavirales | Iflaviridae | Iflavirus |",NA,NA,NA,NA,NA
"232","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","EOL_V2:6831816","Cloudy wing virus","Viruses | Unclassified viruses | Cloudy wing virus",NA,NA,NA,NA,NA
"233","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","GBIF:8566569","Ascosphaera apis","Fungi | Ascomycota | Eurotiomycetes | Onygenales | Ascosphaeraceae | Ascosphaera | Ascosphaera apis",NA,NA,NA,NA,NA
"234","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","EOL:1270882","Paenibacillus larvae","Bacteria | Firmicutes | Bacilli | Bacillales | Paenibacillaceae | Paenibacillus | Paenibacillus larvae",NA,NA,NA,NA,NA
"235","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","GBIF:4907604","Malpighamoeba","Protozoa | Amoebozoa | Corallomyxidae | Malpighamoeba",NA,NA,NA,NA,NA
"236","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","GBIF:5259820","Aspergillus flavus","Fungi | Ascomycota | Eurotiomycetes | Eurotiales | Trichocomaceae | Aspergillus | Aspergillus flavus",NA,NA,NA,NA,NA
"237","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","EOL:10563045","Nosema apis","Fungi | Microspora | Microsporea | Microsporida | Nosematidae | Nosema | Nosema",NA,NA,NA,NA,NA
"238","NBN:NHMSYS0000875423","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasPathogen","GBIF:3465658","Aspergillus niger","Fungi | Ascomycota | Eurotiomycetes | Eurotiales | Trichocomaceae | Aspergillus | Aspergillus niger",NA,NA,NA,NA,NA
"239","GBIF:1340301","Bombus","lapidarius","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus lapidarius",NA,"hasEndoparasitoid","GBIF:8078708","Sicus ferrugineus","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Sicus | Sicus ferrugineus",NA,NA,NA,NA,NA
"240","GBIF:1340301","Bombus","lapidarius","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus lapidarius",NA,"hasEndoparasitoid","NBN:NBNSYS0100002560","Conops quadrifasciatus","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Conops | Conops quadrifasciatus",NA,NA,NA,NA,NA
"241","GBIF:1340301","Bombus","lapidarius","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus lapidarius",NA,"hasEndoparasitoid","GBIF:5076862","Conops flavipes","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Conops | Conops flavipes",NA,NA,NA,NA,NA
"242","GBIF:1340301","Bombus","lapidarius","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus lapidarius",NA,"hasEndoparasitoid","GBIF:1568963","Physocephala rufipes","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala rufipes",NA,NA,NA,NA,NA
"243","GBIF:1344341","Anthophora","furcata","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Anthophora | Anthophora furcata",NA,"hasParasite","GBIF:1338348","Coelioxys rufescens","Animalia | Arthropoda | Insecta | Hymenoptera | Megachilidae | Coelioxys | Coelioxys rufescens",NA,NA,NA,NA,NA
"244","GBIF:1344341","Anthophora","furcata","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Anthophora | Anthophora furcata",NA,"hasParasite","GBIF:1338639","Coelioxys quadridentata","Animalia | Arthropoda | Insecta | Hymenoptera | Megachilidae | Coelioxys | Coelioxys quadridentata",NA,NA,NA,NA,NA
"245","GBIF:1340884","Eucera","longicornis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Eucera | Eucera longicornis",NA,"hasParasite","GBIF:1343381","Nomada sexfasciata","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Nomada | Nomada sexfasciata",NA,NA,NA,NA,NA
"246","GBIF:1340298","Bombus","lucorum","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus lucorum",NA,"hasEndoparasitoid","GBIF:1568963","Physocephala rufipes","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala rufipes",NA,NA,NA,NA,NA
"247","GBIF:1340305","Bombus","pratorum","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus pratorum",NA,"hasEndoparasitoid","GBIF:1568963","Physocephala rufipes","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala rufipes",NA,NA,NA,NA,NA
"248","GBIF:1344282","Anthophora","bimaculata","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Anthophora | Anthophora bimaculata",NA,"hasParasite","GBIF:1338348","Coelioxys rufescens","Animalia | Arthropoda | Insecta | Hymenoptera | Megachilidae | Coelioxys | Coelioxys rufescens",NA,NA,NA,NA,NA
"249","GBIF:1344282","Anthophora","bimaculata","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Anthophora | Anthophora bimaculata",NA,"hasParasite","GBIF:1338361","Coelioxys elongata","Animalia | Arthropoda | Insecta | Hymenoptera | Megachilidae | Coelioxys | Coelioxys elongata",NA,NA,NA,NA,NA
"250","GBIF:1340523","Bombus","humilis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus humilis",NA,"hasEndoparasitoid","GBIF:1568963","Physocephala rufipes","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala rufipes",NA,NA,NA,NA,NA
"251","NBN:NHMSYS0000876309","Melitta",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Melitta",NA,"hasParasite","GBIF:1343989","Nomada flavopicta","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Nomada | Nomada flavopicta",NA,NA,NA,NA,NA
"252","GBIF:1340808","Eucondylops","konowi","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Eucondylops | Eucondylops konowi",NA,"hasParasite","GBIF:1342548","Braunsapis paradoxa","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis paradoxa",NA,NA,NA,NA,NA
"253","GBIF:1340808","Eucondylops","konowi","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Eucondylops | Eucondylops konowi",NA,"hasParasite","GBIF:1342566","Braunsapis elizabethana","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis elizabethana",NA,NA,NA,NA,NA
"254","GBIF:1340808","Eucondylops","konowi","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Eucondylops | Eucondylops konowi",NA,"hasParasite","GBIF:1339242","Allodapula variegata","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Allodapula | Allodapula variegata",NA,NA,NA,NA,NA
"255","GBIF:1340238","Nasutapis","straussorum","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Nasutapis | Nasutapis straussorum",NA,"hasParasite","GBIF:1342631","Braunsapis facialis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis facialis",NA,NA,NA,NA,NA
"256","GBIF:1342596","Braunsapis","natalica","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis natalica",NA,"hasParasite","GBIF:1342618","Braunsapis leptozonia","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis leptozonia",NA,NA,NA,NA,NA
"257","GBIF:1342596","Braunsapis","natalica","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis natalica",NA,"hasParasite","GBIF:1342631","Braunsapis facialis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis facialis",NA,NA,NA,NA,NA
"258","GBIF:1339508","Sphecodopsis","capensis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Sphecodopsis | Sphecodopsis capensis",NA,"hasParasite","GBIF:1350775","Scrapter niger","Animalia | Arthropoda | Insecta | Hymenoptera | Colletidae | Scrapter | Scrapter niger",NA,NA,NA,NA,NA
"259","GBIF:1339658","Macrogalea","mombasae","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Macrogalea | Macrogalea mombasae",NA,"hasParasite","GBIF:1339913","Amegilla candida","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Amegilla | Amegilla candida",NA,NA,NA,NA,NA
"260","GBIF:1342620","Braunsapis","rolini","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis rolini",NA,"hasParasite","EOL:845566","Echthrodape africana","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Torymidae | Echthrodape | Echthrodape africana",NA,NA,NA,NA,NA
"261","GBIF:1342584","Braunsapis","bouyssoui","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis bouyssoui",NA,"hasParasite","EOL:845566","Echthrodape africana","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Torymidae | Echthrodape | Echthrodape africana",NA,NA,NA,NA,NA
"262","GBIF:1342618","Braunsapis","leptozonia","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Braunsapis | Braunsapis leptozonia",NA,"hasParasite","GBIF:1378806","Xylencyrtus tridens","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Encyrtidae | Xylencyrtus | Xylencyrtus tridens",NA,NA,NA,NA,NA
"263","GBIF:1340807","Eucondylops","reducta","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Eucondylops | Eucondylops reducta",NA,"hasParasite","GBIF:1339232","Allodapula","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Allodapula",NA,NA,NA,NA,NA
"264","GBIF:5039967","Ceratina","nyassensis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Ceratina | Ceratina nyassensis",NA,"hasParasite","GBIF:1360189","Micrapion flavocinctum","Animalia | Arthropoda | Insecta | Hymenoptera | Leucospidae | Micrapion | Micrapion flavocinctum",NA,NA,NA,NA,NA
"265","EOL:2759115","Allodape",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Allodape",NA,"hasParasite","GBIF:1378806","Xylencyrtus tridens","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Encyrtidae | Xylencyrtus | Xylencyrtus tridens",NA,NA,NA,NA,NA
"266","EOL:2759115","Allodape",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Allodape",NA,"hasParasite","EOL:2759115","Allodape","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Allodape",NA,NA,NA,NA,NA
"267","GBIF:1339509","Sphecodopsis","fumipennis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Sphecodopsis | Sphecodopsis fumipennis",NA,"hasParasite","GBIF:1350756","Scrapter erubescens","Animalia | Arthropoda | Insecta | Hymenoptera | Colletidae | Scrapter | Scrapter erubescens",NA,NA,NA,NA,NA
"268","EOL:2757005","Thyreus","calceatus","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Thyreus | Thyreus calceatus",NA,"hasParasite","EOL:14751","Anthophora","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Anthophora",NA,NA,NA,NA,NA
"269","GBIF:1342273","Xylocopa","flavicollis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Xylocopa | Xylocopa flavicollis",NA,"hasParasite","EOL:21546","Coelopencyrtus","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Encyrtidae | Coelopencyrtus",NA,NA,NA,NA,NA
"270","GBIF:5040569","Thyreus","delumbatus","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Thyreus | Thyreus delumbatus",NA,"hasParasite","EOL:2754516","Amegilla","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Amegilla",NA,NA,NA,NA,NA
"271","GBIF:5040531","Thyreus","alfkeni","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Thyreus | Thyreus alfkeni",NA,"hasParasite","EOL:2754516","Amegilla","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Amegilla",NA,NA,NA,NA,NA
"272","GBIF:5040555","Thyreus","quinquefasciatus","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Thyreus | Thyreus quinquefasciatus",NA,"hasParasite","EOL:2754516","Amegilla","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Amegilla",NA,NA,NA,NA,NA
"273","GBIF:6137395","Ammobatoides","braunsi","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Ammobatoides | Ammobatoides braunsi",NA,"hasParasite","GBIF:1358400","Melitturga capensis","Animalia | Arthropoda | Insecta | Hymenoptera | Andrenidae | Melitturga | Melitturga capensis",NA,NA,NA,NA,NA
"274","GBIF:1339232","Allodapula",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Allodapula",NA,"hasParasite","GBIF:1378807","Xylencyrtus mumifex","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Encyrtidae | Xylencyrtus | Xylencyrtus mumifex",NA,NA,NA,NA,NA
"275","GBIF:1339232","Allodapula",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Allodapula",NA,"hasParasite","GBIF:1378806","Xylencyrtus tridens","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Encyrtidae | Xylencyrtus | Xylencyrtus tridens",NA,NA,NA,NA,NA
"276","EOL:2759914","Xylocopa","fenestrata","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Xylocopa | Xylocopa fenestrata",NA,"hasParasite","EOL:1071732","Monodontomerus obscurus","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Torymidae | Monodontomerus | Monodontomerus obscurus",NA,NA,NA,NA,NA
"277","GBIF:5039580","Pasites","barkeri","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Pasites | Pasites barkeri",NA,"hasParasite","EOL:2746069","Pseudapis amoenula","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Halictidae | Pseudapis | Pseudapis amoenula",NA,NA,NA,NA,NA
"278","EOL:1065362","Bombus","flavifrons","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Bombus | Bombus flavifrons",NA,"hasParasitoid","https://www.gbif.org/species/1545499","Apocephalus borealis",NA,NA,NA,NA,NA,NA
"279","EOL:1065362","Bombus","flavifrons","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Bombus | Bombus flavifrons",NA,"hasParasitoid","EOL:734763","Physocephala texana","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala texana",NA,NA,NA,NA,NA
"280","EOL:1045605","Anthophora","bomboides","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Anthophora | Anthophora bomboides",NA,"hasParasite","EOL:1071188","Monodontomerus mandibularis","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Torymidae | Monodontomerus | Monodontomerus mandibularis",NA,NA,NA,NA,NA
"281","EOL:1045605","Anthophora","bomboides","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Anthophora | Anthophora bomboides",NA,"hasParasite","EOL:1071733","Monodontomerus montivagus","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Torymidae | Monodontomerus | Monodontomerus montivagus",NA,NA,NA,NA,NA
"282","EOL:1065346","Bombus","morrisoni","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Bombus | Bombus morrisoni",NA,"hasParasite","EOL:1071733","Monodontomerus montivagus","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Torymidae | Monodontomerus | Monodontomerus montivagus",NA,NA,NA,NA,NA
"283","EOL:2756603","Eulaema",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Eulaema",NA,"hasParasite","EOL:1072956","Leucospis pinna","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Leucospidae | Leucospis | Leucospis pinna",NA,NA,NA,NA,NA
"284","GBIF:1342141","Xylocopa","californica","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Xylocopa | Xylocopa californica",NA,"hasPathogen","EOL_V2:190236","Ascosphaera apis","Fungi | Ascomycota | Eurotiomycetes | Ascosphaerales | Ascosphaeraceae | Ascosphaera | Ascosphaera apis",NA,NA,NA,NA,NA
"285","EOL:1046335","Xylocopa","tabaniformis","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Xylocopa | Xylocopa tabaniformis",NA,"hasParasite","EOL:1071733","Monodontomerus montivagus","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Torymidae | Monodontomerus | Monodontomerus montivagus",NA,NA,NA,NA,NA
"286","EOL:42467","Mesoplia",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Mesoplia",NA,"hasParasite","GBIF:1369604","Macrorileya","Animalia | Arthropoda | Insecta | Hymenoptera | Eurytomidae | Macrorileya",NA,NA,NA,NA,NA
"287","INAT_TAXON:47219","Apis","mellifera","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera",NA,"hasParasite","INAT_TAXON:194693","Varroa destructor","Animalia | Arthropoda | Arachnida | Mesostigmata | Varroidae | Varroa | Varroa destructor",NA,NA,NA,NA,NA
"288","INAT_TAXON:602568","Melissodes","druriellus","Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Eucerini | Melissodes | Eumelissodes | Melissodes druriellus",NA,"hasParasite","GBIF:1341731","Triepeolus pectoralis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Triepeolus | Triepeolus pectoralis",NA,NA,NA,NA,NA
"289","EOL:2759851","Xylocopa","caerulea","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Xylocopa | Xylocopa caerulea",NA,"hasParasite","GBIF:1379109","Coelopencyrtus pallidiceps","Animalia | Arthropoda | Insecta | Hymenoptera | Encyrtidae | Coelopencyrtus | Coelopencyrtus pallidiceps",NA,NA,NA,NA,NA
"290","EOL:1065134","Bombus","occidentalis","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Bombus | Bombus occidentalis",NA,"hasParasite","EOL:11926867","Nosema bombi","Fungi | Microspora | Microsporea | Microsporida | Nosematidae | Nosema | Nosema",NA,NA,NA,NA,NA
"291","EOL:1065134","Bombus","occidentalis","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Bombus | Bombus occidentalis",NA,"hasParasitoid","https://www.gbif.org/species/1545499","Apocephalus borealis",NA,NA,NA,NA,NA,NA
"292","EOL:1065134","Bombus","occidentalis","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Bombus | Bombus occidentalis",NA,"hasParasitoid","EOL:734763","Physocephala texana","Animalia | Arthropoda | Insecta | Diptera | Conopidae | Physocephala | Physocephala texana",NA,NA,NA,NA,NA
"293","EOL:2760040","Xylocopa","nogueirai","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Xylocopa | Xylocopa nogueirai",NA,"hasParasite","EOL:1072922","Leucospis xylocopae","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Leucospidae | Leucospis | Leucospis xylocopae",NA,NA,NA,NA,NA
"294","GBIF:8961644","Xylocopa","submordax","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Xylocopa | Xylocopa submordax",NA,"hasParasite","GBIF:1360425","Leucospis anthidioides","Animalia | Arthropoda | Insecta | Hymenoptera | Leucospidae | Leucospis | Leucospis anthidioides",NA,NA,NA,NA,NA
"295","EOL:2759162","Braunsapis",NA,"Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Braunsapis",NA,"hasParasite","EOL:845566","Echthrodape africana","Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Torymidae | Echthrodape | Echthrodape africana",NA,NA,NA,NA,NA
