"","beeID","plantID","monthID","sourceID","y"
"13894",35,102,4,1,0
"13906",35,103,4,1,0
"13917",35,105,4,1,0
"13919",35,106,4,1,0
"13929",35,108,4,1,0
"13935",35,109,4,1,0
"13947",35,110,4,1,0
"13952",35,111,4,1,0
"13962",35,112,4,1,0
"13969",35,113,4,1,0
"13972",35,114,4,1,0
"13979",35,115,4,1,0
"13990",35,118,4,1,0
"14005",35,120,4,1,0
"14010",35,121,4,1,0
"14013",35,122,4,1,0
"14021",35,124,4,1,0
"14023",35,125,4,1,0
"14030",35,126,4,1,0
"14038",36,1,4,1,0
"14047",36,2,4,1,0
"14055",36,3,4,1,0
"14068",36,5,4,1,0
"14070",36,6,4,1,0
"14073",36,7,4,1,0
"14076",36,8,4,1,0
"14088",36,11,4,1,0
"14098",36,13,4,1,0
"14101",36,14,4,1,0
"14106",36,15,4,1,0
"14114",36,17,4,1,0
"14135",36,22,4,1,0
"14153",36,26,4,1,0
"14165",36,29,4,1,0
"14180",36,32,4,1,0
"14189",36,33,4,1,0
"14202",36,36,4,1,0
"14207",36,37,4,1,0
"14212",36,38,4,1,0
"14232",36,42,4,1,0
"14242",36,43,4,1,0
"14274",36,50,4,1,0
"14276",36,51,4,1,0
"14283",36,52,4,1,0
"14289",36,53,4,1,0
"14299",36,54,4,1,0
"14306",36,55,4,1,0
"14314",36,58,4,1,0
"14318",36,59,4,1,0
"14323",36,60,4,1,0
"14326",36,61,4,1,0
"14333",36,62,4,1,0
"14352",36,66,4,1,0
"14359",36,67,4,1,0
"14365",36,68,4,1,0
"14370",36,70,4,1,0
"14373",36,71,4,1,0
"14377",36,72,4,1,0
"14380",36,73,4,1,0
"14386",36,75,4,1,0
"14389",36,76,4,1,0
"14393",36,77,4,1,0
"14400",36,79,4,1,0
"14403",36,80,4,1,0
"14407",36,81,4,1,0
"14409",36,82,4,1,0
"14412",36,83,4,1,0
"14416",36,84,4,1,0
"14418",36,85,4,1,0
"14422",36,86,4,1,0
"14426",36,87,4,1,0
"14435",36,89,4,1,0
"14438",36,90,4,1,0
"14443",36,91,4,1,0
"14446",36,92,4,1,0
"14454",36,94,4,1,0
"14462",36,96,4,1,0
"14465",36,97,4,1,0
"14470",36,98,4,1,0
"14474",36,99,4,1,0
"14486",36,101,4,1,0
"14495",36,102,4,1,0
"14505",36,103,4,1,0
"14514",36,105,4,1,0
"14516",36,106,4,1,0
"14526",36,108,4,1,0
"14532",36,109,4,1,0
"14542",36,110,4,1,0
"14546",36,111,4,1,0
"14555",36,112,4,1,0
"14562",36,113,4,1,0
"14565",36,114,4,1,0
"14572",36,115,4,1,0
"14583",36,118,4,1,0
"14596",36,120,4,1,0
"14601",36,121,4,1,0
"14604",36,122,4,1,0
"14612",36,124,4,1,0
"14613",36,125,4,1,0
"14620",36,126,4,1,0
"14627",37,1,4,1,0
"14638",37,2,4,1,0
"14646",37,3,4,1,0
"14659",37,5,4,1,0
"14661",37,6,4,1,0
"14664",37,7,4,1,0
"14667",37,8,4,1,0
"14679",37,11,4,1,0
"14689",37,13,4,1,0
"14692",37,14,4,1,0
"14697",37,15,4,1,0
"14705",37,17,4,1,0
"14726",37,22,4,1,0
"14744",37,26,4,1,0
"14756",37,29,4,1,0
"14773",37,32,4,1,0
"14784",37,33,4,1,0
"14798",37,36,4,1,0
"14803",37,37,4,1,0
"14808",37,38,4,1,0
"14828",37,42,4,1,0
"14838",37,43,4,1,0
"14875",37,50,4,1,0
"14877",37,51,4,1,0
"14884",37,52,4,1,0
"14890",37,53,4,1,0
"14902",37,54,4,1,0
"14911",37,55,4,1,0
"14919",37,58,4,1,0
"14923",37,59,4,1,0
"14928",37,60,4,1,0
"14931",37,61,4,1,0
"14938",37,62,4,1,0
"14957",37,66,4,1,0
"14965",37,67,4,1,0
"14971",37,68,4,1,0
"14976",37,70,4,1,0
"14979",37,71,4,1,0
"14983",37,72,4,1,0
"14986",37,73,4,1,0
"14992",37,75,4,1,0
"14995",37,76,4,1,0
"14999",37,77,4,1,0
"15006",37,79,4,1,0
"15009",37,80,4,1,0
"15013",37,81,4,1,0
"15015",37,82,4,1,0
"15018",37,83,4,1,0
"15022",37,84,4,1,0
"15024",37,85,4,1,0
"15028",37,86,4,1,0
"15032",37,87,4,1,0
"15041",37,89,4,1,0
"15044",37,90,4,1,0
"15049",37,91,4,1,0
"15052",37,92,4,1,0
"15060",37,94,4,1,0
"15068",37,96,4,1,0
"15071",37,97,4,1,0
"15076",37,98,4,1,0
"15080",37,99,4,1,0
"15092",37,101,4,1,0
"15101",37,102,4,1,0
"15113",37,103,4,1,0
"15124",37,105,4,1,0
"15126",37,106,4,1,0
"15136",37,108,4,1,0
"15142",37,109,4,1,0
"15154",37,110,4,1,0
"15159",37,111,4,1,0
"15169",37,112,4,1,0
"15176",37,113,4,1,0
"15179",37,114,4,1,0
"15186",37,115,4,1,0
"15197",37,118,4,1,0
"15212",37,120,4,1,0
"15217",37,121,4,1,0
"15220",37,122,4,1,0
"15228",37,124,4,1,0
"15230",37,125,4,1,0
"15237",37,126,4,1,0
"15245",38,1,4,1,0
"15256",38,2,4,1,0
"15264",38,3,4,1,0
"15277",38,5,4,1,0
"15279",38,6,4,1,0
"15282",38,7,4,1,0
"15285",38,8,4,1,0
"15297",38,11,4,1,0
"15307",38,13,4,1,0
"15310",38,14,4,1,0
"15315",38,15,4,1,0
"15323",38,17,4,1,0
"15344",38,22,4,1,0
"15362",38,26,4,1,0
"15374",38,29,4,1,0
"15391",38,32,4,1,0
"15402",38,33,4,1,0
"15416",38,36,4,1,0
"15421",38,37,4,1,0
"15426",38,38,4,1,0
"15446",38,42,4,1,0
"15456",38,43,4,1,0
"15493",38,50,4,1,0
"15495",38,51,4,1,0
"15502",38,52,4,1,0
"15508",38,53,4,1,0
"15520",38,54,4,1,0
"15529",38,55,4,1,0
"15537",38,58,4,1,0
"15541",38,59,4,1,0
"15546",38,60,4,1,0
"15549",38,61,4,1,0
"15556",38,62,4,1,0
"15575",38,66,4,1,0
"15583",38,67,4,1,0
"15589",38,68,4,1,0
"15594",38,70,4,1,0
"15597",38,71,4,1,0
"15601",38,72,4,1,0
"15604",38,73,4,1,0
"15610",38,75,4,1,0
"15613",38,76,4,1,0
"15617",38,77,4,1,0
"15624",38,79,4,1,0
"15627",38,80,4,1,0
"15631",38,81,4,1,0
"15633",38,82,4,1,0
"15636",38,83,4,1,0
"15640",38,84,4,1,0
"15642",38,85,4,1,0
"15646",38,86,4,1,0
"15650",38,87,4,1,0
"15659",38,89,4,1,0
"15662",38,90,4,1,0
"15667",38,91,4,1,0
"15670",38,92,4,1,0
"15678",38,94,4,1,0
"15686",38,96,4,1,0
"15689",38,97,4,1,0
"15694",38,98,4,1,0
"15698",38,99,4,1,0
"15710",38,101,4,1,0
"15719",38,102,4,1,0
"15731",38,103,4,1,0
"15742",38,105,4,1,0
"15744",38,106,4,1,0
"15754",38,108,4,1,0
"15760",38,109,4,1,0
"15772",38,110,4,1,0
"15777",38,111,4,1,0
"15787",38,112,4,1,0
"15794",38,113,4,1,0
"15797",38,114,4,1,0
"15804",38,115,4,1,0
"15815",38,118,4,1,0
"15830",38,120,4,1,0
"15835",38,121,4,1,0
"15838",38,122,4,1,0
"15846",38,124,4,1,0
"15848",38,125,4,1,0
"15855",38,126,4,1,0
"15863",39,1,4,1,0
"15874",39,2,4,1,0
"15882",39,3,4,1,0
"15895",39,5,4,1,0
"15897",39,6,4,1,0
"15900",39,7,4,1,0
"15903",39,8,4,1,0
"15915",39,11,4,1,0
"15925",39,13,4,1,0
"15928",39,14,4,1,0
"15933",39,15,4,1,0
"15941",39,17,4,1,0
"15962",39,22,4,1,0
"15980",39,26,4,1,0
"15992",39,29,4,1,0
"16009",39,32,4,1,0
"16020",39,33,4,1,0
"16034",39,36,4,1,0
"16039",39,37,4,1,0
"16044",39,38,4,1,0
"16064",39,42,4,1,0
"16074",39,43,4,1,0
"16111",39,50,4,1,0
"16113",39,51,4,1,0
"16120",39,52,4,1,0
"16126",39,53,4,1,0
"16138",39,54,4,1,0
"16147",39,55,4,1,0
"16155",39,58,4,1,0
"16159",39,59,4,1,0
"16164",39,60,4,1,0
"16167",39,61,4,1,0
"16174",39,62,4,1,0
"16193",39,66,4,1,0
"16201",39,67,4,1,0
"16207",39,68,4,1,0
"16212",39,70,4,1,0
"16215",39,71,4,1,0
"16219",39,72,4,1,0
"16222",39,73,4,1,0
"16228",39,75,4,1,0
"16231",39,76,4,1,0
"16235",39,77,4,1,0
"16242",39,79,4,1,0
"16245",39,80,4,1,0
"16249",39,81,4,1,0
"16251",39,82,4,1,0
"16254",39,83,4,1,0
"16258",39,84,4,1,0
"16260",39,85,4,1,0
"16264",39,86,4,1,0
"16268",39,87,4,1,0
"16277",39,89,4,1,0
"16280",39,90,4,1,0
"16285",39,91,4,1,0
"16288",39,92,4,1,0
"16296",39,94,4,1,0
"16304",39,96,4,1,0
"16307",39,97,4,1,0
"16312",39,98,4,1,0
"16316",39,99,4,1,0
"16328",39,101,4,1,0
"16337",39,102,4,1,0
"16349",39,103,4,1,0
"16360",39,105,4,1,0
"16362",39,106,4,1,0
"16372",39,108,4,1,0
"16378",39,109,4,1,0
"16390",39,110,4,1,0
"16395",39,111,4,1,0
"16405",39,112,4,1,0
"16412",39,113,4,1,0
"16415",39,114,4,1,0
"16422",39,115,4,1,0
"16433",39,118,4,1,0
"16448",39,120,4,1,0
"16453",39,121,4,1,0
"16456",39,122,4,1,0
"16464",39,124,4,1,0
"16466",39,125,4,1,0
"16473",39,126,4,1,0
"16481",40,1,4,1,0
"16492",40,2,4,1,0
"16500",40,3,4,1,0
"16513",40,5,4,1,0
"16515",40,6,4,1,0
"16518",40,7,4,1,0
"16521",40,8,4,1,0
"16533",40,11,4,1,0
"16543",40,13,4,1,0
"16546",40,14,4,1,0
"16551",40,15,4,1,0
"16559",40,17,4,1,0
"16580",40,22,4,1,0
"16598",40,26,4,1,0
"16610",40,29,4,1,0
"16627",40,32,4,1,0
"16638",40,33,4,1,0
"16652",40,36,4,1,0
"16657",40,37,4,1,0
"16662",40,38,4,1,0
"16682",40,42,4,1,0
"16692",40,43,4,1,0
"16729",40,50,4,1,0
"16731",40,51,4,1,0
"16738",40,52,4,1,0
"16744",40,53,4,1,0
"16756",40,54,4,1,0
"16765",40,55,4,1,0
"16773",40,58,4,1,0
"16777",40,59,4,1,0
"16782",40,60,4,1,0
"16785",40,61,4,1,0
"16792",40,62,4,1,0
"16811",40,66,4,1,0
"16819",40,67,4,1,0
"16825",40,68,4,1,0
"16830",40,70,4,1,0
"16833",40,71,4,1,0
"16837",40,72,4,1,0
"16840",40,73,4,1,0
"16846",40,75,4,1,0
"16849",40,76,4,1,0
"16853",40,77,4,1,0
"16860",40,79,4,1,0
"16863",40,80,4,1,0
"16867",40,81,4,1,0
"16869",40,82,4,1,0
"16872",40,83,4,1,0
"16876",40,84,4,1,0
"16878",40,85,4,1,0
"16882",40,86,4,1,0
"16886",40,87,4,1,0
"16895",40,89,4,1,0
"16898",40,90,4,1,0
"16903",40,91,4,1,0
"16906",40,92,4,1,0
"16914",40,94,4,1,0
"16922",40,96,4,1,0
"16925",40,97,4,1,0
"16930",40,98,4,1,0
"16934",40,99,4,1,0
"16946",40,101,4,1,0
"16955",40,102,4,1,0
"16967",40,103,4,1,0
"16978",40,105,4,1,0
"16980",40,106,4,1,0
"16990",40,108,4,1,0
"16996",40,109,4,1,0
"17008",40,110,4,1,0
"17013",40,111,4,1,0
"17023",40,112,4,1,0
"17030",40,113,4,1,0
"17033",40,114,4,1,0
"17040",40,115,4,1,0
"17051",40,118,4,1,0
"17066",40,120,4,1,0
"17071",40,121,4,1,0
"17074",40,122,4,1,0
"17082",40,124,4,1,0
"17084",40,125,4,1,0
"17091",40,126,4,1,0
"17097",41,1,4,1,0
"17107",41,2,4,1,0
"17115",41,3,4,1,0
"17127",41,5,4,1,0
"17129",41,6,4,1,0
"17132",41,7,4,1,0
"17135",41,8,4,1,0
"17147",41,11,4,1,0
"17157",41,13,4,1,0
"17160",41,14,4,1,0
"17165",41,15,4,1,0
"17173",41,17,4,1,0
"17193",41,22,4,1,0
"17209",41,26,4,1,0
"17221",41,29,4,1,0
"17236",41,32,4,1,0
"17246",41,33,4,1,0
"17258",41,36,4,1,0
"17261",41,37,4,1,0
"17266",41,38,4,1,0
"17285",41,42,4,1,0
"17293",41,43,4,1,0
"17329",41,50,4,1,0
"17331",41,51,4,1,0
"17336",41,52,4,1,0
"17340",41,53,4,1,0
"17350",41,54,4,1,0
"17359",41,55,4,1,0
"17367",41,58,4,1,0
"17371",41,59,4,1,0
"17376",41,60,4,1,0
"17379",41,61,4,1,0
"17386",41,62,4,1,0
"17403",41,66,4,1,0
"17410",41,67,4,1,0
"17416",41,68,4,1,0
"17421",41,70,4,1,0
"17424",41,71,4,1,0
"17428",41,72,4,1,0
"17431",41,73,4,1,0
"17436",41,75,4,1,0
"17439",41,76,4,1,0
"17442",41,77,4,1,0
"17449",41,79,4,1,0
"17452",41,80,4,1,0
"17455",41,81,4,1,0
"17457",41,82,4,1,0
"17460",41,83,4,1,0
"17464",41,84,4,1,0
"17466",41,85,4,1,0
"17470",41,86,4,1,0
"17474",41,87,4,1,0
"17483",41,89,4,1,0
"17486",41,90,4,1,0
"17490",41,91,4,1,0
"17493",41,92,4,1,0
"17501",41,94,4,1,0
"17509",41,96,4,1,0
"17512",41,97,4,1,0
"17517",41,98,4,1,0
"17521",41,99,4,1,0
"17533",41,101,4,1,0
"17541",41,102,4,1,0
"17551",41,103,4,1,0
"17562",41,105,4,1,0
"17564",41,106,4,1,0
"17573",41,108,4,1,0
"17577",41,109,4,1,0
"17587",41,110,4,1,0
"17592",41,111,4,1,0
"17601",41,112,4,1,0
"17608",41,113,4,1,0
"17611",41,114,4,1,0
"17617",41,115,4,1,0
"17626",41,118,4,1,0
"17641",41,120,4,1,0
"17646",41,121,4,1,0
"17649",41,122,4,1,0
"17655",41,124,4,1,0
"17657",41,125,4,1,0
"17662",41,126,4,1,0
"17667",42,1,4,1,0
"17675",42,2,4,1,0
"17682",42,3,4,1,0
"17693",42,5,4,1,0
"17695",42,6,4,1,0
"17697",42,7,4,1,0
"17700",42,8,4,1,0
"17712",42,11,4,1,0
"17722",42,13,4,1,0
"17725",42,14,4,1,0
"17730",42,15,4,1,0
"17738",42,17,4,1,0
"17757",42,22,4,1,0
"17772",42,26,4,1,0
"17783",42,29,4,1,0
"17796",42,32,4,1,0
"17804",42,33,4,1,0
"17815",42,36,4,1,0
"17817",42,37,4,1,0
"17821",42,38,4,1,0
"17839",42,42,4,1,0
"17846",42,43,4,1,0
"17880",42,50,4,1,0
"17882",42,51,4,1,0
"17886",42,52,4,1,0
"17889",42,53,4,1,0
"17897",42,54,4,1,0
"17905",42,55,4,1,0
"17913",42,58,4,1,0
"17916",42,59,4,1,0
"17920",42,60,4,1,0
"17923",42,61,4,1,0
"17929",42,62,4,1,0
"17945",42,66,4,1,0
"17950",42,67,4,1,0
"17955",42,68,4,1,0
"17960",42,70,4,1,0
"17962",42,71,4,1,0
"17965",42,72,4,1,0
"17967",42,73,4,1,0
"17971",42,75,4,1,0
"17973",42,76,4,1,0
"17975",42,77,4,1,0
"17981",42,79,4,1,0
"17984",42,80,4,1,0
"17986",42,81,4,1,0
"17988",42,82,4,1,0
"17991",42,83,4,1,0
"17994",42,84,4,1,0
"17996",42,85,4,1,0
"17999",42,86,4,1,0
"18003",42,87,4,1,0
"18011",42,89,4,1,0
"18013",42,90,4,1,0
"18016",42,91,4,1,0
"18019",42,92,4,1,0
"18026",42,94,4,1,0
"18033",42,96,4,1,0
"18036",42,97,4,1,0
"18040",42,98,4,1,0
"18044",42,99,4,1,0
"18056",42,101,4,1,0
"18063",42,102,4,1,0
"18071",42,103,4,1,0
"18081",42,105,4,1,0
"18083",42,106,4,1,0
"18091",42,108,4,1,0
"18094",42,109,4,1,0
"18102",42,110,4,1,0
"18105",42,111,4,1,0
"18113",42,112,4,1,0
"18119",42,113,4,1,0
"18121",42,114,4,1,0
"18126",42,115,4,1,0
"18134",42,118,4,1,0
"18147",42,120,4,1,0
"18152",42,121,4,1,0
"18154",42,122,4,1,0
"18159",42,124,4,1,0
"18160",42,125,4,1,0
"18164",42,126,4,1,0
"18168",43,1,4,1,0
"18173",43,2,4,1,0
"18178",43,3,4,1,0
"18187",43,5,4,1,0
"18189",43,6,4,1,0
"18191",43,7,4,1,0
"18194",43,8,4,1,0
"18204",43,11,4,1,0
"18213",43,13,4,1,0
"18216",43,14,4,1,0
"18221",43,15,4,1,0
"18228",43,17,4,1,0
"18244",43,22,4,1,0
"18257",43,26,4,1,0
"18266",43,29,4,1,0
"18276",43,32,4,1,0
"18281",43,33,4,1,0
"18287",43,36,4,1,0
"18289",43,37,4,1,0
"18293",43,38,4,1,0
"18307",43,42,4,1,0
"18312",43,43,4,1,0
"18330",43,50,4,1,0
"18332",43,51,4,1,0
"18336",43,52,4,1,0
"18339",43,53,4,1,0
"18344",43,54,4,1,0
"18349",43,55,4,1,0
"18357",43,58,4,1,0
"18360",43,59,4,1,0
"18364",43,60,4,1,0
"18367",43,61,4,1,0
"18372",43,62,4,1,0
"18386",43,66,4,1,0
"18391",43,67,4,1,0
"18396",43,68,4,1,0
"18401",43,70,4,1,0
"18403",43,71,4,1,0
"18406",43,72,4,1,0
"18408",43,73,4,1,0
"18412",43,75,4,1,0
"18414",43,76,4,1,0
"18416",43,77,4,1,0
"18422",43,79,4,1,0
"18425",43,80,4,1,0
"18427",43,81,4,1,0
"18429",43,82,4,1,0
"18432",43,83,4,1,0
"18435",43,84,4,1,0
"18437",43,85,4,1,0
"18440",43,86,4,1,0
"18444",43,87,4,1,0
"18450",43,89,4,1,0
"18452",43,90,4,1,0
"18455",43,91,4,1,0
"18458",43,92,4,1,0
"18465",43,94,4,1,0
"18472",43,96,4,1,0
"18475",43,97,4,1,0
"18479",43,98,4,1,0
"18483",43,99,4,1,0
"18492",43,101,4,1,0
"18497",43,102,4,1,0
"18502",43,103,4,1,0
"18509",43,105,4,1,0
"18511",43,106,4,1,0
"18518",43,108,4,1,0
"18521",43,109,4,1,0
"18526",43,110,4,1,0
"18529",43,111,4,1,0
"18534",43,112,4,1,0
"18539",43,113,4,1,0
"18541",43,114,4,1,0
"18546",43,115,4,1,0
"18554",43,118,4,1,0
"18563",43,120,4,1,0
"18568",43,121,4,1,0
"18570",43,122,4,1,0
"18575",43,124,4,1,0
"18576",43,125,4,1,0
"18580",43,126,4,1,0
"18584",44,1,4,1,0
"18587",44,2,4,1,0
"18590",44,3,4,1,0
"18595",44,5,4,1,0
"18597",44,6,4,1,0
"18599",44,7,4,1,0
"18602",44,8,4,1,0
"18608",44,11,4,1,0
"18613",44,13,4,1,0
"18616",44,14,4,1,0
"18619",44,15,4,1,0
"18622",44,17,4,1,0
"18631",44,22,4,1,0
"18638",44,26,4,1,0
"18643",44,29,4,1,0
"18648",44,32,4,1,0
"18651",44,33,4,1,0
"18654",44,36,4,1,0
"18656",44,37,4,1,0
"18659",44,38,4,1,0
"18665",44,42,4,1,0
"18668",44,43,4,1,0
"18674",44,50,4,1,0
"18676",44,51,4,1,0
"18679",44,52,4,1,0
"18682",44,53,4,1,0
"18685",44,54,4,1,0
"18688",44,55,4,1,0
"18693",44,58,4,1,0
"18696",44,59,4,1,0
"18699",44,60,4,1,0
"18702",44,61,4,1,0
"18705",44,62,4,1,0
"18712",44,66,4,1,0
"18715",44,67,4,1,0
"18718",44,68,4,1,0
"18722",44,70,4,1,0
"18724",44,71,4,1,0
"18727",44,72,4,1,0
"18729",44,73,4,1,0
"18733",44,75,4,1,0
"18735",44,76,4,1,0
"18737",44,77,4,1,0
"18741",44,79,4,1,0
"18744",44,80,4,1,0
"18746",44,81,4,1,0
"18748",44,82,4,1,0
"18751",44,83,4,1,0
"18754",44,84,4,1,0
"18756",44,85,4,1,0
"18759",44,86,4,1,0
"18762",44,87,4,1,0
"18766",44,89,4,1,0
"18768",44,90,4,1,0
"18771",44,91,4,1,0
"18774",44,92,4,1,0
"18779",44,94,4,1,0
"18784",44,96,4,1,0
"18787",44,97,4,1,0
"18790",44,98,4,1,0
"18793",44,99,4,1,0
"18798",44,101,4,1,0
"18801",44,102,4,1,0
"18804",44,103,4,1,0
"18809",44,105,4,1,0
"18811",44,106,4,1,0
"18815",44,108,4,1,0
"18818",44,109,4,1,0
"18821",44,110,4,1,0
"18824",44,111,4,1,0
"18827",44,112,4,1,0
"18830",44,113,4,1,0
"18832",44,114,4,1,0
"18835",44,115,4,1,0
"18839",44,118,4,1,0
"18844",44,120,4,1,0
"18847",44,121,4,1,0
"18849",44,122,4,1,0
"18854",44,124,4,1,0
"18855",44,125,4,1,0
"18858",44,126,4,1,0
"18862",45,1,4,1,0
"18869",45,2,4,1,0
"18876",45,3,4,1,0
"18887",45,5,4,1,0
"18889",45,6,4,1,0
"18892",45,7,4,1,0
"18895",45,8,4,1,0
"18907",45,11,4,1,0
"18917",45,13,4,1,0
"18920",45,14,4,1,0
"18925",45,15,4,1,0
"18933",45,17,4,1,0
"18952",45,22,4,1,0
"18968",45,26,4,1,0
"18979",45,29,4,1,0
"18991",45,32,4,1,0
"18998",45,33,4,1,0
"19007",45,36,4,1,0
"19010",45,37,4,1,0
"19015",45,38,4,1,0
"19032",45,42,4,1,0
"19039",45,43,4,1,0
"19064",45,50,4,1,0
"19066",45,51,4,1,0
"19071",45,52,4,1,0
"19075",45,53,4,1,0
"19082",45,54,4,1,0
"19088",45,55,4,1,0
"19096",45,58,4,1,0
"19100",45,59,4,1,0
"19105",45,60,4,1,0
"19108",45,61,4,1,0
"19115",45,62,4,1,0
"19131",45,66,4,1,0
"19137",45,67,4,1,0
"19143",45,68,4,1,0
"19148",45,70,4,1,0
"19151",45,71,4,1,0
"19155",45,72,4,1,0
"19158",45,73,4,1,0
"19163",45,75,4,1,0
"19166",45,76,4,1,0
"19169",45,77,4,1,0
"19176",45,79,4,1,0
"19179",45,80,4,1,0
"19182",45,81,4,1,0
"19184",45,82,4,1,0
"19187",45,83,4,1,0
"19191",45,84,4,1,0
"19193",45,85,4,1,0
"19197",45,86,4,1,0
"19201",45,87,4,1,0
"19209",45,89,4,1,0
"19212",45,90,4,1,0
"19216",45,91,4,1,0
"19219",45,92,4,1,0
"19227",45,94,4,1,0
"19235",45,96,4,1,0
"19238",45,97,4,1,0
"19243",45,98,4,1,0
"19247",45,99,4,1,0
"19258",45,101,4,1,0
"19265",45,102,4,1,0
"19272",45,103,4,1,0
"19280",45,105,4,1,0
"19282",45,106,4,1,0
"19291",45,108,4,1,0
"19295",45,109,4,1,0
"19302",45,110,4,1,0
"19306",45,111,4,1,0
"19313",45,112,4,1,0
"19320",45,113,4,1,0
"19323",45,114,4,1,0
"19329",45,115,4,1,0
"19338",45,118,4,1,0
"19350",45,120,4,1,0
"19355",45,121,4,1,0
"19358",45,122,4,1,0
"19364",45,124,4,1,0
"19365",45,125,4,1,0
"19370",45,126,4,1,0
"19374",46,1,4,1,0
"19380",46,2,4,1,0
"19386",46,3,4,1,0
"19396",46,5,4,1,0
"19398",46,6,4,1,0
"19400",46,7,4,1,0
"19403",46,8,4,1,0
"19415",46,11,4,1,0
"19425",46,13,4,1,0
"19428",46,14,4,1,0
"19433",46,15,4,1,0
"19441",46,17,4,1,0
"19459",46,22,4,1,0
"19474",46,26,4,1,0
"19484",46,29,4,1,0
"19495",46,32,4,1,0
"19501",46,33,4,1,0
"19509",46,36,4,1,0
"19511",46,37,4,1,0
"19515",46,38,4,1,0
"19531",46,42,4,1,0
"19537",46,43,4,1,0
"19561",46,50,4,1,0
"19563",46,51,4,1,0
"19567",46,52,4,1,0
"19570",46,53,4,1,0
"19576",46,54,4,1,0
"19582",46,55,4,1,0
"19590",46,58,4,1,0
"19593",46,59,4,1,0
"19597",46,60,4,1,0
"19600",46,61,4,1,0
"19606",46,62,4,1,0
"19621",46,66,4,1,0
"19626",46,67,4,1,0
"19631",46,68,4,1,0
"19636",46,70,4,1,0
"19638",46,71,4,1,0
"19641",46,72,4,1,0
"19643",46,73,4,1,0
"19647",46,75,4,1,0
"19649",46,76,4,1,0
"19651",46,77,4,1,0
"19657",46,79,4,1,0
"19660",46,80,4,1,0
"19662",46,81,4,1,0
"19664",46,82,4,1,0
"19667",46,83,4,1,0
"19670",46,84,4,1,0
"19672",46,85,4,1,0
"19675",46,86,4,1,0
"19679",46,87,4,1,0
"19686",46,89,4,1,0
"19688",46,90,4,1,0
"19691",46,91,4,1,0
"19694",46,92,4,1,0
"19701",46,94,4,1,0
"19708",46,96,4,1,0
"19711",46,97,4,1,0
"19715",46,98,4,1,0
"19719",46,99,4,1,0
"19730",46,101,4,1,0
"19736",46,102,4,1,0
"19742",46,103,4,1,0
"19750",46,105,4,1,0
"19752",46,106,4,1,0
"19760",46,108,4,1,0
"19763",46,109,4,1,0
"19769",46,110,4,1,0
"19772",46,111,4,1,0
"19778",46,112,4,1,0
"19784",46,113,4,1,0
"19786",46,114,4,1,0
"19791",46,115,4,1,0
"19799",46,118,4,1,0
"19810",46,120,4,1,0
"19815",46,121,4,1,0
"19817",46,122,4,1,0
"19822",46,124,4,1,0
"19823",46,125,4,1,0
"19827",46,126,4,1,0
"19831",47,1,4,1,0
"19838",47,2,4,1,0
"19845",47,3,4,1,0
"19856",47,5,4,1,0
"19858",47,6,4,1,0
"19860",47,7,4,1,0
"19863",47,8,4,1,0
"19875",47,11,4,1,0
"19885",47,13,4,1,0
"19888",47,14,4,1,0
"19893",47,15,4,1,0
"19901",47,17,4,1,0
"19920",47,22,4,1,0
"19935",47,26,4,1,0
"19946",47,29,4,1,0
"19958",47,32,4,1,0
"19965",47,33,4,1,0
"19975",47,36,4,1,0
"19977",47,37,4,1,0
"19981",47,38,4,1,0
"19999",47,42,4,1,0
"20006",47,43,4,1,0
"20036",47,50,4,1,0
"20038",47,51,4,1,0
"20042",47,52,4,1,0
"20045",47,53,4,1,0
"20052",47,54,4,1,0
"20059",47,55,4,1,0
"20067",47,58,4,1,0
"20070",47,59,4,1,0
"20074",47,60,4,1,0
"20077",47,61,4,1,0
"20083",47,62,4,1,0
"20099",47,66,4,1,0
"20104",47,67,4,1,0
"20109",47,68,4,1,0
"20114",47,70,4,1,0
"20116",47,71,4,1,0
"20119",47,72,4,1,0
"20121",47,73,4,1,0
"20125",47,75,4,1,0
"20127",47,76,4,1,0
"20129",47,77,4,1,0
"20135",47,79,4,1,0
"20138",47,80,4,1,0
"20140",47,81,4,1,0
"20142",47,82,4,1,0
"20145",47,83,4,1,0
"20148",47,84,4,1,0
"20150",47,85,4,1,0
"20153",47,86,4,1,0
"20157",47,87,4,1,0
"20165",47,89,4,1,0
"20167",47,90,4,1,0
"20170",47,91,4,1,0
"20173",47,92,4,1,0
"20180",47,94,4,1,0
"20187",47,96,4,1,0
"20190",47,97,4,1,0
"20194",47,98,4,1,0
"20198",47,99,4,1,0
"20210",47,101,4,1,0
"20217",47,102,4,1,0
"20224",47,103,4,1,0
"20233",47,105,4,1,0
"20235",47,106,4,1,0
"20243",47,108,4,1,0
"20246",47,109,4,1,0
"20253",47,110,4,1,0
"20256",47,111,4,1,0
"20263",47,112,4,1,0
"20269",47,113,4,1,0
"20271",47,114,4,1,0
"20276",47,115,4,1,0
"20284",47,118,4,1,0
"20296",47,120,4,1,0
"20301",47,121,4,1,0
"20303",47,122,4,1,0
"20308",47,124,4,1,0
"20309",47,125,4,1,0
"20313",47,126,4,1,0
"20694",49,1,4,1,0
"20698",49,2,4,1,0
"20702",49,3,4,1,0
"20708",49,5,4,1,0
"20710",49,6,4,1,0
"20713",49,7,4,1,0
"20716",49,8,4,1,0
