,argumentTypeId,decimalLatitude,decimalLongitude,eventDateUnixEpoch,interactionTypeId,interactionTypeName,localityId,localityName,referenceCitation,referenceDoi,referenceUrl,sourceArchiveURI,sourceBasisOfRecordId,sourceBasisOfRecordName,sourceBodyPartId,sourceBodyPartName,code,num,sourceCitation,sourceCollectionCode,sourceDOI,sourceId,sourceInstitutionCode,sourceLastSeenAtUnixEpoch,sourceLifeStageId,sourceLifeStageName,sourceNamespace,sourceOccurrenceId,sourcePhysiologicalStateId,sourcePhysiologicalStateName,sourceSexId,sourceSexName,sourceTaxonClassId,sourceTaxonClassName,sourceTaxonFamilyId,sourceTaxonFamilyName,sourceTaxonGenusId,sourceTaxonGenusName,sourceTaxonId,sourceTaxonIds,sourceTaxonKingdomId,sourceTaxonKingdomName,sourceTaxonName,sourceTaxonOrderId,sourceTaxonOrderName,sourceTaxonPathIds,sourceTaxonPathNames,sourceTaxonPathRankNames,sourceTaxonPhylumId,sourceTaxonPhylumName,sourceTaxonRank,sourceTaxonSpeciesId,sourceTaxonSpeciesName,targetArchiveURI,targetBasisOfRecordId,targetBasisOfRecordName,targetBodyPartId,targetBodyPartName,targetCatalogNumber,targetCitation,targetCollectionCode,targetDOI,targetId,targetInstitutionCode,targetLastSeenAtUnixEpoch,targetLifeStageId,targetLifeStageName,targetNamespace,targetOccurrenceId,targetPhysiologicalStateId,targetPhysiologicalStateName,targetSexId,targetSexName,targetTaxonClassId,targetTaxonClassName,targetTaxonFamilyId,targetTaxonFamilyName,targetTaxonGenusId,targetTaxonGenusName,targetTaxonId,targetTaxonIds,targetTaxonKingdomId,targetTaxonKingdomName,targetTaxonName,targetTaxonOrderId,targetTaxonOrderName,targetTaxonPathIds,targetTaxonPathNames,targetTaxonPathRankNames,targetTaxonPhylumId,targetTaxonPhylumName,targetTaxonRank,targetTaxonSpeciesId,targetTaxonSpeciesName,resolvedPlantNames,New.Genus,New.Species,resolvedBeeNames,Insect,Plant,tot,Prez,resolvedSource,eventDate,year,month,new.month,day,Bee.Jan,Bee.Feb,Bee.Mar,Bee.Apr,Bee.May,Bee.Jun,Bee.Jul,Bee.Aug,Bee.Sep,Bee.Oct,Bee.Nov,Bee.Dec,Plant.Jan,Plant.Feb,Plant.Mar,Plant.Apr,Plant.May,Plant.Jun,Plant.Jul,Plant.Aug,Plant.Sep,Plant.Oct,Plant.Nov,Plant.Dec
1,https://en.wiktionary.org/wiki/support,34.04677006,-118.9342027,1.57333E+12,http://purl.obolibrary.org/obo/RO_0002470,eats,NA,NA,Andrea Kreuzhage. 2019. Bombus melanopygus nectar / pollen delivering plant Venegasia carpesioides. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/35570168> on 11 Sep 2021.,NA,NA,https://github.com/globalbioticinteractions/inaturalist/archive/1706a6dc719a6033d6cea1bebf438fee9871fd43.zip,NA,NA,NA,NA,NA,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",NA,NA,INAT:35570168,NA,9/11/21 0:01,NA,NA,globalbioticinteractions/inaturalist,NA,NA,NA,NA,NA,NA,Insecta,NA,Apidae,NA,Bombus,INAT_TAXON:130222,GBIF:1340518 | INAT_TAXON:130222 | ITIS:714820 | NCBI:207638 | WD:Q2231933 | doi:10.3897/BDJ.6.e27161 | doi:10.3897/BDJ.8.e49285 | http://taxon-concept.plazi.org/id/Animalia/Bombus_melanopygus_Nylander_1848 | http://treatment.plazi.org/id/432C69D02A3A7FC427C6C0D723B2219C | http://treatment.plazi.org/id/B855CDCCAB9657BB9267B18AA5963101,NA,Animalia,Bombus melanopygus,NA,Hymenoptera,NA,Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus melanopygus,kingdom | phylum | class | order | family | genus | species,NA,Arthropoda,species,NA,Bombus melanopygus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INAT_TAXON:47124,Magnoliopsida,INAT_TAXON:47604,Asteraceae,INAT_TAXON:64110,Venegasia,INAT_TAXON:64109,GBIF:3139622 | INAT_TAXON:64109 | IRMNG:10202899 | ITIS:38591 | NCBI:41659 | WORMS:1094300,INAT_TAXON:47126,Plantae,Venegasia carpesioides,INAT_TAXON:47605,Asterales,INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:47605 | INAT_TAXON:47604 | INAT_TAXON:632790 | INAT_TAXON:179978 | INAT_TAXON:64110 | INAT_TAXON:64109,Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Madieae | Venegasia | Venegasia carpesioides,kingdom | subkingdom | phylum | class | order | family | subfamily | tribe | genus | species,INAT_TAXON:47125,Magnoliophyta,species,INAT_TAXON:64109,Venegasia carpesioides,Venegasia carpesioides,Venegasia,carpesioides,Bombus melanopygus,1,1,2,1,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",11/9/19 14:23,2019,11,5,09 14:23:00,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
2,https://en.wiktionary.org/wiki/support,32.671262,-117.240309,1.32242E+12,http://purl.obolibrary.org/obo/RO_0002622,visitsFlowersOf,NA,NA,Patricia Simpson. 2011. Bombus vosnesenskii associated species with names lookup Encelia californica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/1034672> on 11 Sep 2021.,NA,NA,https://github.com/globalbioticinteractions/inaturalist/archive/1706a6dc719a6033d6cea1bebf438fee9871fd43.zip,NA,NA,NA,NA,NA,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",NA,NA,INAT:1034672,NA,9/11/21 0:01,NA,NA,globalbioticinteractions/inaturalist,NA,NA,NA,NA,NA,NA,Insecta,NA,Apidae,NA,Bombus,INAT_TAXON:57689,GBIF:1340436 | INAT_TAXON:57689 | IRMNG:10260080 | ITIS:714848 | NCBI:207650 | WD:Q2483447,NA,Animalia,Bombus vosnesenskii,NA,Hymenoptera,NA,Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus vosnesenskii,kingdom | phylum | class | order | family | genus | species,NA,Arthropoda,species,NA,Bombus vosnesenskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,Asteraceae,NA,Encelia,INAT_TAXON:64141,GBIF:3118771 | INAT_TAXON:64141 | IRMNG:10206890 | ITIS:37307 | NCBI:183026 | WD:Q5375329 | WORMS:1111594,NA,Plantae,Encelia californica,NA,Asterales,NA,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Encelia | Encelia californica,kingdom | phylum | class | order | family | genus | species,NA,Tracheophyta,species,NA,Encelia californica,Encelia californica,Encelia,californica,Bombus vosnesenskii,1,1,2,1,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",11/27/11 12:47,2011,11,6,27 12:47:49,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
3,https://en.wiktionary.org/wiki/support,32.671262,-117.240309,1.32242E+12,http://purl.obolibrary.org/obo/RO_0002437,interactsWith,NA,NA,Patricia Simpson. 2011. Bombus vosnesenskii associated species with names lookup Encelia californica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/1034672> on 11 Sep 2021.,NA,NA,https://github.com/globalbioticinteractions/inaturalist/archive/1706a6dc719a6033d6cea1bebf438fee9871fd43.zip,NA,NA,NA,NA,NA,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",NA,NA,INAT:1034672,NA,9/11/21 0:01,NA,NA,globalbioticinteractions/inaturalist,NA,NA,NA,NA,NA,NA,Insecta,NA,Apidae,NA,Bombus,INAT_TAXON:57689,GBIF:1340436 | INAT_TAXON:57689 | IRMNG:10260080 | ITIS:714848 | NCBI:207650 | WD:Q2483447,NA,Animalia,Bombus vosnesenskii,NA,Hymenoptera,NA,Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus vosnesenskii,kingdom | phylum | class | order | family | genus | species,NA,Arthropoda,species,NA,Bombus vosnesenskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,Asteraceae,NA,Encelia,INAT_TAXON:64141,GBIF:3118771 | INAT_TAXON:64141 | IRMNG:10206890 | ITIS:37307 | NCBI:183026 | WD:Q5375329 | WORMS:1111594,NA,Plantae,Encelia californica,NA,Asterales,NA,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Encelia | Encelia californica,kingdom | phylum | class | order | family | genus | species,NA,Tracheophyta,species,NA,Encelia californica,Encelia californica,Encelia,californica,Bombus vosnesenskii,1,1,2,1,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",11/27/11 12:47,2011,11,6,27 12:47:49,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
4,https://en.wiktionary.org/wiki/support,34.4117625,-119.842117,1.57471E+12,http://purl.obolibrary.org/obo/RO_0002622,visitsFlowersOf,NA,NA,orange_sunshine. 2019. Symphyotrichum chilense interaction->flower visited by Bombus vosnesenskii. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/36070653> on 11 Sep 2021.,NA,NA,https://github.com/globalbioticinteractions/inaturalist/archive/1706a6dc719a6033d6cea1bebf438fee9871fd43.zip,NA,NA,NA,NA,NA,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",NA,NA,NA,NA,9/11/21 0:01,NA,NA,globalbioticinteractions/inaturalist,NA,NA,NA,NA,NA,NA,Insecta,NA,Apidae,NA,Bombus,INAT_TAXON:57689,GBIF:1340436 | INAT_TAXON:57689 | IRMNG:10260080 | ITIS:714848 | NCBI:207650 | WD:Q2483447,NA,Animalia,Bombus vosnesenskii,NA,Hymenoptera,NA,Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus vosnesenskii,kingdom | phylum | class | order | family | genus | species,NA,Arthropoda,species,NA,Bombus vosnesenskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INAT_TAXON:47124,Magnoliopsida,INAT_TAXON:47604,Asteraceae,INAT_TAXON:56112,Symphyotrichum,INAT_TAXON:56861,GBIF:3151392 | INAT_TAXON:56861 | IRMNG:10418893 | ITIS:522189 | WD:Q7661725,INAT_TAXON:47126,Plantae,Symphyotrichum chilense,INAT_TAXON:47605,Asterales,INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:47605 | INAT_TAXON:47604 | INAT_TAXON:461542 | INAT_TAXON:56112 | INAT_TAXON:56861,Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Asterales | Asteraceae | Astereae | Symphyotrichum | Symphyotrichum chilense,kingdom | subkingdom | phylum | class | order | family | tribe | genus | species,INAT_TAXON:47125,Magnoliophyta,species,INAT_TAXON:56861,Symphyotrichum chilense,Symphyotrichum chilense,Symphyotrichum,chilense,Bombus vosnesenskii,1,1,2,1,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",11/25/19 14:55,2019,11,8,25 14:55:55,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
5,https://en.wiktionary.org/wiki/support,34.09790103,-118.7042493,1.5907E+12,http://purl.obolibrary.org/obo/RO_0002470,eats,NA,NA,Andrea Kreuzhage. 2020. Bombus vosnesenskii nectar / pollen delivering plant Clarkia unguiculata. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/47920755> on 11 Sep 2021.,NA,NA,https://github.com/globalbioticinteractions/inaturalist/archive/1706a6dc719a6033d6cea1bebf438fee9871fd43.zip,NA,NA,NA,NA,NA,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",NA,NA,INAT:47920755,NA,9/11/21 0:01,NA,NA,globalbioticinteractions/inaturalist,NA,NA,NA,NA,NA,NA,Insecta,NA,Apidae,NA,Bombus,INAT_TAXON:57689,GBIF:1340436 | INAT_TAXON:57689 | IRMNG:10260080 | ITIS:714848 | NCBI:207650 | WD:Q2483447,NA,Animalia,Bombus vosnesenskii,NA,Hymenoptera,NA,Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus vosnesenskii,kingdom | phylum | class | order | family | genus | species,NA,Arthropoda,species,NA,Bombus vosnesenskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,Onagraceae,NA,Clarkia,INAT_TAXON:51735,GBIF:5420957 | INAT_TAXON:51735 | IRMNG:10198832 | ITIS:27632 | NCBI:3937 | WD:Q160123,NA,Plantae,Clarkia unguiculata,NA,Myrtales,NA,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Onagraceae | Clarkia | Clarkia unguiculata,kingdom | phylum | class | order | family | genus | species,NA,Tracheophyta,species,NA,Clarkia unguiculata,Clarkia unguiculata,Clarkia,unguiculata,Bombus vosnesenskii,1,1,2,1,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",5/28/20 15:59,2020,5,6,28 15:59:00,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
6,https://en.wiktionary.org/wiki/support,32.755808,-117.246759,1.47535E+12,http://purl.obolibrary.org/obo/RO_0002622,visitsFlowersOf,NA,NA,Marshal Hedin. 2016. Epeolus minimus nectar plant Heterotheca grandiflora. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/4252536> on 11 Sep 2021.,NA,NA,https://github.com/globalbioticinteractions/inaturalist/archive/1706a6dc719a6033d6cea1bebf438fee9871fd43.zip,NA,NA,NA,NA,NA,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",NA,NA,INAT:4252536,NA,9/11/21 0:01,NA,NA,globalbioticinteractions/inaturalist,NA,NA,NA,NA,NA,NA,Insecta,NA,Apidae,NA,Epeolus,INAT_TAXON:345437,GBIF:1341862 | INAT_TAXON:345437 | ITIS:694397 | NCBI:601093 | http://treatment.plazi.org/id/0392879B7344AB1643D5FA0EFAE2F9F9 | http://treatment.plazi.org/id/8421F1B24FC21477102C9BED8EA1DE84,NA,Animalia,Epeolus minimus,NA,Hymenoptera,NA,Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Nomadinae | Epeolini | Epeolus | Epeolus minimus,kingdom | phylum | subphylum | class | subclass | order | suborder | infraorder | superfamily | epifamily | family | subfamily | tribe | genus | species,NA,Arthropoda,species,NA,Epeolus minimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,Asteraceae,NA,Heterotheca,INAT_TAXON:58831,GBIF:5401996 | INAT_TAXON:58831 | IRMNG:11384165 | ITIS:37668 | NCBI:1573925 | WD:Q13919183 | WORMS:1089575,NA,Plantae,Heterotheca grandiflora,NA,Asterales,NA,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Heterotheca | Heterotheca grandiflora,kingdom | phylum | class | order | family | genus | species,NA,Tracheophyta,species,NA,Heterotheca grandiflora,Heterotheca grandiflora,Heterotheca,grandiflora,Epeolus minimus,1,1,2,1,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",10/1/16 16:06,2016,10,9,01 16:06:35,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
7,https://en.wiktionary.org/wiki/support,35.872534,-119.391126,1.47588E+12,http://purl.obolibrary.org/obo/RO_0002437,interactsWith,NA,Corcoran,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39305182,NA,NA,https://github.com/globalbioticinteractions/scan/archive/a27cc20410daa12d736914bf66d86f65911d762c.zip,NA,NA,NA,NA,63345,NA,Symbiota Collections of Arthropods Network (SCAN),NA,NA,8af3e3f7-813c-49e9-a21d-e4ec926dfb92,UNM,9/11/21 1:36,NA,Adult,globalbioticinteractions/scan,NA,NA,NA,NA,Female,NA,Insecta,NA,Apidae,NA,Xeromelecta,GBIF:1339693,GBIF:1339693 | INAT_TAXON:309117 | ITIS:699561 | NCBI:156375 | WD:Q2442761 | doi:10.3897/BDJ.8.e49285 | http://taxon-concept.plazi.org/id/Animalia/Xeromelecta_californica_Cresson_1878 | http://treatment.plazi.org/id/7CF1B1931F5A5A78BB242DB58B84A81B,NA,Animalia,Xeromelecta californica,NA,Hymenoptera,NA,Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Xeromelecta | Xeromelecta californica,kingdom | phylum | class | order | family | genus | species,NA,Arthropoda,species,NA,Xeromelecta californica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBIF:220,Magnoliopsida,GBIF:3065,Asteraceae,GBIF:3119134,Helianthus,GBIF:9206251,EOL:468106 | GBIF:3119134 | GBIF:3119195 | GBIF:9206251 | INAT_TAXON:56955 | INAT_TAXON:57983 | IRMNG:10209455 | IRMNG:1332694 | ITIS:36611 | ITIS:36616 | NCBI:4231 | NCBI:4232 | WD:Q171497 | WORMS:1093449 | doi:10.5281/zenodo.291971 | http://taxon-concept.plazi.org/id/Plantae/Helianthus_annuus_Linnaeus_1753 | http://treatment.plazi.org/id/037B0489FD743072AF479DC3FC5C740E | http://treatment.plazi.org/id/2A8AD7DB83DAB3AF3A8DF5C95480B5C4,GBIF:6,Plantae,Helianthus annuus,GBIF:414,Asterales,GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:414 | GBIF:3065 | GBIF:3119134 | GBIF:9206251,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Helianthus | Helianthus annuus,kingdom | phylum | class | order | family | genus | species,GBIF:7707728,Tracheophyta,species,GBIF:9206251,Helianthus annuus,Helianthus annuus,Helianthus,annuus,Brachymelecta californica,1,1,2,1,Museum of Southwestern Biology,10/7/16 20:00,2016,10,8,07 20:00:00,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8,https://en.wiktionary.org/wiki/support,34.411,-119.8517,1.52997E+12,http://purl.obolibrary.org/obo/RO_0002437,interactsWith,NA,University of California Santa Barbara Bike Path behind Loma Pelona Center,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=127261,NA,NA,https://github.com/globalbioticinteractions/ucsb-izc/archive/aef653b2097b937955f1c167d143b21f9914cfb0.zip,NA,NA,NA,NA,UCSBIZC,35586,University of California Santa Barbara Invertebrate Zoology Collection,NA,NA,3a3844d0-1e56-4393-8d31-60f76904d5bf,UCSB,9/11/21 1:51,NA,Adult,globalbioticinteractions/ucsb-izc,NA,NA,NA,NA,Male,NA,Insecta,NA,Colletidae,NA,Hylaeus,EOL:1065711,EOL:1065711 | GBIF:1349478 | INAT_TAXON:199049 | IRMNG:11264784 | ITIS:655743 | NCBI:313019 | WD:Q2088558 | doi:10.3897/BDJ.6.e24071 | doi:10.3897/BDJ.6.e27161 | http://taxon-concept.plazi.org/id/Animalia/Hylaeus_mesillae_Cockerell_1896 | http://treatment.plazi.org/id/498194798CFAB12D7711448F99A4313A | http://treatment.plazi.org/id/4A8538A8B407941D9516B15901FC76F4 | http://treatment.plazi.org/id/B2B47B9BCE31CE4AE10E70C56D7F061A,NA,Animalia,Hylaeus mesillae,NA,Hymenoptera,NA,Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Colletidae | Hylaeus | Hylaeus mesillae,kingdom | phylum | class | order | superfamily | family | genus | species,NA,Arthropoda,species,NA,Hylaeus mesillae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INAT_TAXON:47124,Magnoliopsida,INAT_TAXON:48874,Anacardiaceae,INAT_TAXON:54765,Rhus,INAT_TAXON:55009,GBIF:7160609 | GBIF:8388939 | INAT_TAXON:55009 | NCBI:298668 | WD:Q7321565,INAT_TAXON:47126,Plantae,Rhus integrifolia,INAT_TAXON:47729,Sapindales,INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:47729 | INAT_TAXON:48874 | INAT_TAXON:54765 | INAT_TAXON:55009,Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Sapindales | Anacardiaceae | Rhus | Rhus integrifolia,kingdom | subkingdom | phylum | class | order | family | genus | species,INAT_TAXON:47125,Magnoliophyta,species,INAT_TAXON:55009,Rhus integrifolia,Rhus integrifolia,Rhus,integrifolia,Hylaeus mesillae,1,1,2,1,University of California Santa Barbara Invertebrate Zoology Collection,6/25/18 20:00,2018,6,5,25 20:00:00,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
9,https://en.wiktionary.org/wiki/support,34.411,-119.8517,1.52997E+12,http://purl.obolibrary.org/obo/RO_0002437,interactsWith,NA,University of California Santa Barbara Bike Path behind Loma Pelona Center,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=127256,NA,NA,https://github.com/globalbioticinteractions/ucsb-izc/archive/aef653b2097b937955f1c167d143b21f9914cfb0.zip,NA,NA,NA,NA,UCSBIZC,35428,University of California Santa Barbara Invertebrate Zoology Collection,NA,NA,68cc50a2-11e3-4dc7-8ed7-2f89eadcf735,UCSB,9/11/21 1:51,NA,Adult,globalbioticinteractions/ucsb-izc,NA,NA,NA,NA,Male,NA,Insecta,NA,Colletidae,NA,Hylaeus,ITIS:655753,GBIF:1350015 | IRMNG:10235071 | ITIS:655753,NA,Animalia,Hylaeus polifolii,NA,Hymenoptera,NA,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Colletidae | Hylaeinae | Hylaeus | Hylaeus polifolii,kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | genus | species,NA,Arthropoda,species,NA,Hylaeus polifolii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INAT_TAXON:47124,Magnoliopsida,INAT_TAXON:48874,Anacardiaceae,INAT_TAXON:54765,Rhus,INAT_TAXON:55009,GBIF:7160609 | GBIF:8388939 | INAT_TAXON:55009 | NCBI:298668 | WD:Q7321565,INAT_TAXON:47126,Plantae,Rhus integrifolia,INAT_TAXON:47729,Sapindales,INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:47729 | INAT_TAXON:48874 | INAT_TAXON:54765 | INAT_TAXON:55009,Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Sapindales | Anacardiaceae | Rhus | Rhus integrifolia,kingdom | subkingdom | phylum | class | order | family | genus | species,INAT_TAXON:47125,Magnoliophyta,species,INAT_TAXON:55009,Rhus integrifolia,Rhus integrifolia,Rhus,integrifolia,Hylaeus polifolii,1,1,2,1,University of California Santa Barbara Invertebrate Zoology Collection,6/25/18 20:00,2018,6,5,25 20:00:00,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
10,https://en.wiktionary.org/wiki/support,33.99606908,-119.7158361,1.60062E+12,http://purl.obolibrary.org/obo/RO_0002622,visitsFlowersOf,NA,NA,Casey H. Richart. 2020. Agapostemon texanus interaction->visited flower of Cichorium intybus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/60559902> on 11 Sep 2021.,NA,NA,https://github.com/globalbioticinteractions/inaturalist/archive/1706a6dc719a6033d6cea1bebf438fee9871fd43.zip,NA,NA,NA,NA,NA,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",NA,NA,INAT:60559902,NA,9/11/21 0:01,NA,NA,globalbioticinteractions/inaturalist,NA,NA,NA,NA,NA,NA,Insecta,NA,Halictidae,NA,Agapostemon,INAT_TAXON:133797,GBIF:5042859 | INAT_TAXON:133797 | ITIS:757559 | NCBI:1889476 | WD:Q2747101 | doi:10.11646/zootaxa.4352.1.1 | doi:10.3897/BDJ.6.e27161 | doi:10.3897/BDJ.8.e49285 | http://taxon-concept.plazi.org/id/Animalia/Agapostemon_texanus_Cresson_1872 | http://treatment.plazi.org/id/0392879B733EAB6C43D5F9E0FC10F884 | http://treatment.plazi.org/id/E1DDEF4351E7A9EB0DB07F6C612A8092 | http://treatment.plazi.org/id/F081C65F8D695BC0A3F6562FBABF67EB,NA,Animalia,Agapostemon texanus,NA,Hymenoptera,NA,Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Agapostemon | Agapostemon texanus,kingdom | phylum | class | order | family | genus | species,NA,Arthropoda,species,NA,Agapostemon texanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,Asteraceae,NA,Cichorium,INAT_TAXON:52913,GBIF:5392252 | INAT_TAXON:52913 | IRMNG:10997654 | ITIS:36763 | NCBI:13427 | WD:Q2544599 | WORMS:1091675 | doi:10.5281/zenodo.291971 | http://taxon-concept.plazi.org/id/Plantae/Cichorium_intybus_Linnaeus_1753 | http://treatment.plazi.org/id/000769734650DD67CCC4864F96A90D6D,NA,Plantae,Cichorium intybus,NA,Asterales,NA,Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Cichorium | Cichorium intybus,kingdom | phylum | class | order | family | genus | species,NA,Tracheophyta,species,NA,Cichorium intybus,Cichorium intybus,Cichorium,intybus,Agapostemon texanus,1,1,2,1,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.",9/20/20 12:10,2020,9,8,20 12:10:04,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
