"Family","Genus","Species","scientificName","Current Name Full","inf_type","indeterminate","determinate","compound","inf_more","morph","radial","bilateral","cor_shape","bowl","tube","restrictive","color","white","pink","yellow","green","purple","orange","red","blue","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","notes","resolvedPlantNames","New.Genus","New.Species"
"Asteraceae","Heterotheca","grandiflora","Heterotheca grandiflora","Heterotheca grandiflora Nutt.","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,"Heterotheca grandiflora","Heterotheca","grandiflora"
"Asteraceae","Layia","platyglossa","Layia platyglossa","Layia platyglossa (Fisch. & C.A. Mey.) A. Gray","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA,"Layia platyglossa","Layia","platyglossa"
"Asteraceae","Lepidospartum","squamatum","Lepidospartum squamatum","Lepidospartum squamatum (A.Gray)A.Gray","compound",0,0,1,"spike","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,"Lepidospartum squamatum","Lepidospartum","squamatum"
"Asteraceae","Pseudognaphalium","beneolens","Pseudognaphalium beneolens","Pseudognaphalium beneolens (Davidson) Anderb.","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,"Pseudognaphalium beneolens","Pseudognaphalium","beneolens"
"Asteraceae","Pseudognaphalium","biolettii","Pseudognaphalium biolettii","Pseudognaphalium biolettii Anderb.","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,NA,"Pseudognaphalium biolettii","Pseudognaphalium","biolettii"
"Asteraceae","Pseudognaphalium","californicum","Pseudognaphalium californicum","Pseudognaphalium californicum (DC.) Anderb.","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,NA,"Pseudognaphalium californicum","Pseudognaphalium","californicum"
"Asteraceae","Pseudognaphalium","luteoalbum","Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum (L.) Hilliard & B.L. Burtt","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,"Laphangium luteoalbum","Laphangium","luteoalbum"
"Asteraceae","Pseudognaphalium","microcephalum","Pseudognaphalium microcephalum","Pseudognaphalium microcephalum (Nutt.) Anderb.","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,"Pseudognaphalium microcephalum","Pseudognaphalium","microcephalum"
"Asteraceae","Pseudognaphalium","ramosissimum","Pseudognaphalium ramosissimum","Pseudognaphalium ramosissimum (Nutt.) Anderb.","compound",0,0,1,"spike","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,"Pseudognaphalium ramosissimum","Pseudognaphalium","ramosissimum"
"Asteraceae","Pseudognaphalium","stramineum","Pseudognaphalium stramineum","Pseudognaphalium stramineum (Kunth) Anderb.","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,"Pseudognaphalium stramineum","Pseudognaphalium","stramineum"
"Asteraceae","Sonchus","asper","Sonchus asper subsp. asper","Sonchus asper (L.) Hill subsp. asper","compound",0,0,1,"spike","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,NA,"Sonchus asper","Sonchus","asper"
"Asteraceae","Sonchus","oleraceus","Sonchus oleraceus","Sonchus oleraceus L.","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,"Sonchus oleraceus","Sonchus","oleraceus"
"Asteraceae","Stephanomeria","cichoriacea","Stephanomeria cichoriacea","Stephanomeria cichoriacea A. Gray","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,"Stephanomeria cichoriacea","Stephanomeria","cichoriacea"
"Asteraceae","Stephanomeria","diegensis","Stephanomeria diegensis","Stephanomeria diegensis Gottlieb","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,"Stephanomeria diegensis","Stephanomeria","diegensis"
"Asteraceae","Stephanomeria","exigua","Stephanomeria exigua ssp. coronaria","Stephanomeria exigua Benth. ssp. coronaria","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,"Stephanomeria exigua","Stephanomeria","exigua"
"Asteraceae","Stephanomeria","virgata","Stephanomeria virgata subsp. virgata","Stephanomeria virgata Benth. subsp. virgata","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,"Stephanomeria virgata","Stephanomeria","virgata"
"Asteraceae","Symphyotrichum","chilense","Symphyotrichum chilense","Symphyotrichum chilense (Nees) G. L. Nesom","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,"Symphyotrichum chilense","Symphyotrichum","chilense"
"Asteraceae","Symphyotrichum","subulatum","Symphyotrichum subulatum","Symphyotrichum subulatum (Michx.) G.L. Nesom","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,"Aster subulatus","Aster","subulatus"
"Asteraceae","Venegasia","carpesioides","Venegasia carpesioides","Venegasia carpesioides DC.","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA,"Venegasia carpesioides","Venegasia","carpesioides"
"Brassicaceae","Brassica","nigra","Brassica nigra","Brassica nigra (L.) W.D.J. Koch","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,"Brassica nigra","Brassica","nigra"
"Brassicaceae","Brassica","rapa","Brassica rapa","Brassica rapa L.","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,NA,"Brassica rapa","Brassica","rapa"
"Brassicaceae","Cakile","maritima","Cakile maritima","Cakile maritima Scop.","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,"Cakile maritima","Cakile","maritima"
"Brassicaceae","Hirschfeldia","incana","Hirschfeldia incana","Hirschfeldia incana (L.) Lagr.-Fossat","indeterminate",1,0,0,"cluster","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,"Hirschfeldia incana","Hirschfeldia","incana"
"Cactaceae","Cylindropuntia","prolifera","Cylindropuntia prolifera","Cylindropuntia prolifera (Engelm.) F.M. Knuth","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,"Cylindropuntia prolifera","Cylindropuntia","prolifera"
"Cactaceae","Opuntia","ficus-indica","Opuntia ficus-indica","Opuntia ficus-indica (L.) Mill.","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,"Opuntia ficus-indica","Opuntia","ficus-indica"
"Cactaceae","Opuntia","littoralis","Opuntia littoralis","Opuntia littoralis (Engelm.) Cockerell","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"Opuntia littoralis","Opuntia","littoralis"
"Cactaceae","Opuntia","oricola","Opuntia oricola","Opuntia oricola Philbrick","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,"Opuntia oricola","Opuntia","oricola"
"Cistaceae","Crocanthemum","greenei","Crocanthemum greenei","Crocanthemum greenei (B.L. Rob.) Sorrie","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,"Crocanthemum greenei","Crocanthemum","greenei"
"Cistaceae","Crocanthemum","scoparium","Crocanthemum scoparium","Crocanthemum scoparium (Nutt.) Millsp.","determinate",0,1,0,"raceme","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,"Crocanthemum scoparium","Crocanthemum","scoparium"
"Convolvulaceae","Convolvulus","arvensis","Convolvulus arvensis","Convolvulus arvensis L.","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,NA,"Convolvulus arvensis","Convolvulus","arvensis"
"Convolvulaceae","Convolvulus","simulans","Convolvulus simulans","Convolvulus simulans L.M. Perry","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,"Convolvulus simulans","Convolvulus","simulans"
"Cucurbitaceae","Cucurbita","foetidissima","Cucurbita foetidissima","Cucurbita foetidissima Kunth","determinate",0,1,0,"solitary","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,"Cucurbita foetidissima","Cucurbita","foetidissima"
"Euphorbiaceae","Croton","setiger","Croton setiger","Croton setiger Hook.","indeterminate",1,0,0,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,"Croton setiger","Croton","setiger"
"Euphorbiaceae","Euphorbia","maculata","Euphorbia maculata","Euphorbia maculata L.","determinate",0,1,0,"fascicle","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,"Euphorbia maculata","Euphorbia","maculata"
"Euphorbiaceae","Euphorbia","misera","Euphorbia misera","Euphorbia misera Benth.","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"red",0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,NA,"Euphorbia misera","Euphorbia","misera"
"Euphorbiaceae","Euphorbia","peplus","Euphorbia peplus","Euphorbia peplus L.","determinate",0,1,0,"fascicle","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,NA,"Euphorbia peplus","Euphorbia","peplus"
"Euphorbiaceae","Euphorbia","spathulata","Euphorbia spathulata","Euphorbia spathulata Lam.","determinate",0,1,0,"fascicle","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,"Euphorbia spathulata","Euphorbia","spathulata"
"Fabaceae","Lotus","corniculatus","Lotus corniculatus","Lotus corniculatus L.","determinate",0,1,0,"fascicle","bilateral",0,1,"restricted",0,0,1,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,"Lotus corniculatus","Lotus","corniculatus"
"Fabaceae","Lupinus","arboreus","Lupinus arboreus","Lupinus arboreus Sims","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,"Lupinus arboreus","Lupinus","arboreus"
"Fabaceae","Lupinus","bicolor","Lupinus bicolor","Lupinus bicolor Lindl.","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,"Lupinus bicolor","Lupinus","bicolor"
"Fabaceae","Lupinus","concinnus","Lupinus concinnus","Lupinus concinnus J. Agardh","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"pink",0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,"Lupinus concinnus","Lupinus","concinnus"
"Fabaceae","Lupinus","hirsutissimus","Lupinus hirsutissimus","Lupinus hirsutissimus Benth.","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,"Lupinus hirsutissimus","Lupinus","hirsutissimus"
"Fabaceae","Lupinus","microcarpus","Lupinus microcarpus var. microcarpus","Lupinus microcarpus Sims var. microcarpus","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"Lupinus microcarpus","Lupinus","microcarpus"
"Fabaceae","Lupinus","succulentus","Lupinus succulentus","Lupinus succulentus K. Koch","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA,"Lupinus succulentus","Lupinus","succulentus"
"Fabaceae","Lupinus","truncatus","Lupinus truncatus","Lupinus truncatus Nutt.","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,"Lupinus truncatus","Lupinus","truncatus"
"Fabaceae","Medicago","polymorpha","Medicago polymorpha","Medicago polymorpha L.","determinate",0,1,0,"cluster","bilateral",0,1,"restricted",0,0,1,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA,"Medicago polymorpha","Medicago","polymorpha"
"Fabaceae","Medicago","sativa","Medicago sativa","Medicago sativa L.","indeterminate",1,0,0,"racemose","bilateral",0,1,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,"Medicago sativa","Medicago","sativa"
