"","sourceTaxonId","sourceTaxonIds","sourceTaxonName","sourceTaxonRank","sourceTaxonPathNames","sourceTaxonPathIds","sourceTaxonPathRankNames","sourceTaxonSpeciesName","sourceTaxonSpeciesId","sourceTaxonGenusName","sourceTaxonGenusId","sourceTaxonFamilyName","sourceTaxonFamilyId","sourceTaxonOrderName","sourceTaxonOrderId","sourceTaxonClassName","sourceTaxonClassId","sourceTaxonPhylumName","sourceTaxonPhylumId","sourceTaxonKingdomName","sourceTaxonKingdomId","sourceId","sourceOccurrenceId","sourceCatalogNumber","sourceBasisOfRecordId","sourceBasisOfRecordName","sourceLifeStageId","sourceLifeStageName","sourceBodyPartId","sourceBodyPartName","sourcePhysiologicalStateId","sourcePhysiologicalStateName","sourceSexId","sourceSexName","interactionTypeName","interactionTypeId","targetTaxonId","targetTaxonIds","targetTaxonName","targetTaxonRank","targetTaxonPathNames","targetTaxonPathIds","targetTaxonPathRankNames","targetTaxonSpeciesName","targetTaxonSpeciesId","targetTaxonGenusName","targetTaxonGenusId","targetTaxonFamilyName","targetTaxonFamilyId","targetTaxonOrderName","targetTaxonOrderId","targetTaxonClassName","targetTaxonClassId","targetTaxonPhylumName","targetTaxonPhylumId","targetTaxonKingdomName","targetTaxonKingdomId","targetId","targetOccurrenceId","targetCatalogNumber","targetBasisOfRecordId","targetBasisOfRecordName","targetLifeStageId","targetLifeStageName","targetBodyPartId","targetBodyPartName","targetPhysiologicalStateId","targetPhysiologicalStateName","targetSexId","targetSexName","decimalLatitude","decimalLongitude","localityId","localityName","eventDateUnixEpoch","argumentTypeId","referenceCitation","referenceDoi","referenceUrl","sourceCitation","sourceNamespace","sourceArchiveURI","sourceDOI","sourceLastSeenAtUnixEpoch","Insect","Plant","tot"
"118316","EOL:468946","EOL:468946 | GBIF:3146632 | GBIF:7895064 | INAT_TAXON:76942 | IRMNG:10896273 | ITIS:35951 | NCBI:310498 | NCBI:91296 | OTT:343951 | OTT:964716 | WD:Q4380732","Erigeron strigosus","species","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Erigeron | Erigeron strigosus","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL:37999 | EOL:468946","kingdom | phylum | class | order | family | genus | species","Erigeron strigosus","EOL:468946","Erigeron","EOL:37999","Asteraceae","EOL:4206","Asterales","EOL:4205","Magnoliopsida","EOL:283","Tracheophyta","EOL:4077","Plantae","EOL_V2:281","",NA,"","","","","","","",NA,NA,NA,"","interactsWith","http://purl.obolibrary.org/obo/RO_0002437","EOL:1018398","EOL:1018398 | GBIF:1341938 | ITIS:694366 | OTT:3269247 | WD:Q4687524","Epeolus bifasciatus","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Epeolus | Epeolus bifasciatus","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:677 | EOL:42317 | EOL:1018398","kingdom | phylum | class | order | superfamily | family | genus | species","Epeolus bifasciatus","EOL:1018398","Epeolus","EOL:42317","Apidae","EOL:677","Hymenoptera","EOL:648","Insecta","EOL:344","Arthropoda","EOL:164","Animalia","EOL:1","",NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,"https://en.wiktionary.org/wiki/support","A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/lamoroso92/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 17 Jul 2020.","",NA,"A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining.","lamoroso92/pseudonitzchia","https://github.com/lamoroso92/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip","","2020-07-15T02:33:56.671Z",0,0,0
