"","sourceTaxonId","sourceTaxonIds","sourceTaxonName","sourceTaxonRank","sourceTaxonPathNames","sourceTaxonPathIds","sourceTaxonPathRankNames","sourceTaxonSpeciesName","sourceTaxonSpeciesId","sourceTaxonGenusName","sourceTaxonGenusId","sourceTaxonFamilyName","sourceTaxonFamilyId","sourceTaxonOrderName","sourceTaxonOrderId","sourceTaxonClassName","sourceTaxonClassId","sourceTaxonPhylumName","sourceTaxonPhylumId","sourceTaxonKingdomName","sourceTaxonKingdomId","sourceId","sourceOccurrenceId","sourceCatalogNumber","sourceBasisOfRecordId","sourceBasisOfRecordName","sourceLifeStageId","sourceLifeStageName","sourceBodyPartId","sourceBodyPartName","sourcePhysiologicalStateId","sourcePhysiologicalStateName","sourceSexId","sourceSexName","interactionTypeName","interactionTypeId","targetTaxonId","targetTaxonIds","targetTaxonName","targetTaxonRank","targetTaxonPathNames","targetTaxonPathIds","targetTaxonPathRankNames","targetTaxonSpeciesName","targetTaxonSpeciesId","targetTaxonGenusName","targetTaxonGenusId","targetTaxonFamilyName","targetTaxonFamilyId","targetTaxonOrderName","targetTaxonOrderId","targetTaxonClassName","targetTaxonClassId","targetTaxonPhylumName","targetTaxonPhylumId","targetTaxonKingdomName","targetTaxonKingdomId","targetId","targetOccurrenceId","targetCatalogNumber","targetBasisOfRecordId","targetBasisOfRecordName","targetLifeStageId","targetLifeStageName","targetBodyPartId","targetBodyPartName","targetPhysiologicalStateId","targetPhysiologicalStateName","targetSexId","targetSexName","decimalLatitude","decimalLongitude","localityId","localityName","eventDateUnixEpoch","argumentTypeId","referenceCitation","referenceDoi","referenceUrl","sourceCitation","sourceNamespace","sourceArchiveURI","sourceDOI","sourceLastSeenAtUnixEpoch","Insect","Plant","tot","Prez"
"13336","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:2079431",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","interactsWith","http://purl.obolibrary.org/obo/RO_0002437","INAT_TAXON:53359","GBIF:3129497 | INAT_TAXON:53359 | IRMNG:10202184 | ITIS:35693 | OTT:3898915 | WD:Q1028765","Baccharis pilularis","species","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Baccharis | Baccharis pilularis","","kingdom | phylum | class | order | family | genus | species","Baccharis pilularis","","Baccharis","","Asteraceae","","Asterales","","Magnoliopsida","","Tracheophyta","","Plantae","","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.67936707,-116.8557281,"","",1.44408e+12,"https://en.wiktionary.org/wiki/support","Jonathan A. Piazza. 2015. Apis mellifera associated species with names lookup Baccharis pilularis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/2079431> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13338","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:20788473",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:53169","GBIF:2891661 | GBIF:7919774 | INAT_TAXON:53169 | IRMNG:10696555 | ITIS:29092 | NCBI:53809 | OTT:334044 | WD:Q1640921","Oxalis pes-caprae","species","Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Oxalidales | Oxalidaceae | Oxalis | Oxalis pes-caprae","INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:70233 | INAT_TAXON:47759 | INAT_TAXON:47758 | INAT_TAXON:53169","kingdom | subkingdom | phylum | class | order | family | genus | species","Oxalis pes-caprae","INAT_TAXON:53169","Oxalis","INAT_TAXON:47758","Oxalidaceae","INAT_TAXON:47759","Oxalidales","INAT_TAXON:70233","Magnoliopsida","INAT_TAXON:47124","Magnoliophyta","INAT_TAXON:47125","Plantae","INAT_TAXON:47126","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.77284473,-117.1907511,"","",1.55122e+12,"https://en.wiktionary.org/wiki/support","Aoife O'Brien. 2019. Apis mellifera nectar plant Oxalis pes-caprae. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/20788473> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13339","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:20788413",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:53169","GBIF:2891661 | GBIF:7919774 | INAT_TAXON:53169 | IRMNG:10696555 | ITIS:29092 | NCBI:53809 | OTT:334044 | WD:Q1640921","Oxalis pes-caprae","species","Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Oxalidales | Oxalidaceae | Oxalis | Oxalis pes-caprae","INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:70233 | INAT_TAXON:47759 | INAT_TAXON:47758 | INAT_TAXON:53169","kingdom | subkingdom | phylum | class | order | family | genus | species","Oxalis pes-caprae","INAT_TAXON:53169","Oxalis","INAT_TAXON:47758","Oxalidaceae","INAT_TAXON:47759","Oxalidales","INAT_TAXON:70233","Magnoliopsida","INAT_TAXON:47124","Magnoliophyta","INAT_TAXON:47125","Plantae","INAT_TAXON:47126","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.77286053,-117.1918249,"","",1.55122e+12,"https://en.wiktionary.org/wiki/support","snowb123. 2019. Apis mellifera nectar plant Oxalis pes-caprae. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/20788413> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13340","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:20785100",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:55009","GBIF:7160609 | GBIF:8388939 | INAT_TAXON:55009 | NCBI:298668 | OTT:598803 | WD:Q7321565","Rhus integrifolia","species","Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Sapindales | Anacardiaceae | Rhus | Rhus integrifolia","INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:47729 | INAT_TAXON:48874 | INAT_TAXON:54765 | INAT_TAXON:55009","kingdom | subkingdom | phylum | class | order | family | genus | species","Rhus integrifolia","INAT_TAXON:55009","Rhus","INAT_TAXON:54765","Anacardiaceae","INAT_TAXON:48874","Sapindales","INAT_TAXON:47729","Magnoliopsida","INAT_TAXON:47124","Magnoliophyta","INAT_TAXON:47125","Plantae","INAT_TAXON:47126","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.77287167,-117.1889117,"","",1.55121e+12,"https://en.wiktionary.org/wiki/support","mdoughty. 2019. Apis mellifera nectar plant Rhus integrifolia. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/20785100> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13346","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:20708839",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:53169","GBIF:2891661 | GBIF:7919774 | INAT_TAXON:53169 | IRMNG:10696555 | ITIS:29092 | NCBI:53809 | OTT:334044 | WD:Q1640921","Oxalis pes-caprae","species","Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Oxalidales | Oxalidaceae | Oxalis | Oxalis pes-caprae","INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:70233 | INAT_TAXON:47759 | INAT_TAXON:47758 | INAT_TAXON:53169","kingdom | subkingdom | phylum | class | order | family | genus | species","Oxalis pes-caprae","INAT_TAXON:53169","Oxalis","INAT_TAXON:47758","Oxalidaceae","INAT_TAXON:47759","Oxalidales","INAT_TAXON:70233","Magnoliopsida","INAT_TAXON:47124","Magnoliophyta","INAT_TAXON:47125","Plantae","INAT_TAXON:47126","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.76028,-116.996445,"","",1.55096e+12,"https://en.wiktionary.org/wiki/support","hallingham. 2019. Apis mellifera nectar plant Oxalis pes-caprae. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/20708839> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13389","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:20142779",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:53169","GBIF:2891661 | GBIF:7919774 | INAT_TAXON:53169 | IRMNG:10696555 | ITIS:29092 | NCBI:53809 | OTT:334044 | WD:Q1640921","Oxalis pes-caprae","species","Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Oxalidales | Oxalidaceae | Oxalis | Oxalis pes-caprae","INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:70233 | INAT_TAXON:47759 | INAT_TAXON:47758 | INAT_TAXON:53169","kingdom | subkingdom | phylum | class | order | family | genus | species","Oxalis pes-caprae","INAT_TAXON:53169","Oxalis","INAT_TAXON:47758","Oxalidaceae","INAT_TAXON:47759","Oxalidales","INAT_TAXON:70233","Magnoliopsida","INAT_TAXON:47124","Magnoliophyta","INAT_TAXON:47125","Plantae","INAT_TAXON:47126","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.671765,-117.24072,"","",1.54922e+12,"https://en.wiktionary.org/wiki/support","stevennoyes. 2019. Apis mellifera nectar plant Oxalis pes-caprae. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/20142779> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13393","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:20133966",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:55009","GBIF:7160609 | GBIF:8388939 | INAT_TAXON:55009 | NCBI:298668 | OTT:598803 | WD:Q7321565","Rhus integrifolia","species","Plantae | Tracheophyta | Magnoliophyta | Magnoliopsida | Sapindales | Anacardiaceae | Rhus | Rhus integrifolia","INAT_TAXON:47126 | INAT_TAXON:211194 | INAT_TAXON:47125 | INAT_TAXON:47124 | INAT_TAXON:47729 | INAT_TAXON:48874 | INAT_TAXON:54765 | INAT_TAXON:55009","kingdom | subkingdom | phylum | class | order | family | genus | species","Rhus integrifolia","INAT_TAXON:55009","Rhus","INAT_TAXON:54765","Anacardiaceae","INAT_TAXON:48874","Sapindales","INAT_TAXON:47729","Magnoliopsida","INAT_TAXON:47124","Magnoliophyta","INAT_TAXON:47125","Plantae","INAT_TAXON:47126","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.57415333,-117.1261222,"","",1.54939e+12,"https://en.wiktionary.org/wiki/support","emiranda. 2019. Apis mellifera nectar plant Rhus integrifolia. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/20133966> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13469","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:1933440",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","interactsWith","http://purl.obolibrary.org/obo/RO_0002437","INAT_TAXON:154156","GBIF:4930695 | INAT_TAXON:154156 | ITIS:845455 | NCBI:316793 | OTT:6764 | WD:Q2715273","Croton setiger","species","Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Euphorbiaceae | Croton | Croton setiger","","kingdom | phylum | class | order | family | genus | species","Croton setiger","","Croton","","Euphorbiaceae","","Malpighiales","","Magnoliopsida","","Tracheophyta","","Plantae","","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.614968,-116.951697,"","",1.44176e+12,"https://en.wiktionary.org/wiki/support","Claudia and Daniel. 2015. Apis mellifera eating Croton setiger. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/1933440> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13470","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:1933440",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","eats","http://purl.obolibrary.org/obo/RO_0002470","INAT_TAXON:154156","GBIF:4930695 | INAT_TAXON:154156 | ITIS:845455 | NCBI:316793 | OTT:6764 | WD:Q2715273","Croton setiger","species","Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Euphorbiaceae | Croton | Croton setiger","","kingdom | phylum | class | order | family | genus | species","Croton setiger","","Croton","","Euphorbiaceae","","Malpighiales","","Magnoliopsida","","Tracheophyta","","Plantae","","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.614968,-116.951697,"","",1.44176e+12,"https://en.wiktionary.org/wiki/support","Claudia and Daniel. 2015. Apis mellifera eating Croton setiger. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/1933440> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13471","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:1933188",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","interactsWith","http://purl.obolibrary.org/obo/RO_0002437","INAT_TAXON:53359","GBIF:3129497 | INAT_TAXON:53359 | IRMNG:10202184 | ITIS:35693 | OTT:3898915 | WD:Q1028765","Baccharis pilularis","species","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Baccharis | Baccharis pilularis","","kingdom | phylum | class | order | family | genus | species","Baccharis pilularis","","Baccharis","","Asteraceae","","Asterales","","Magnoliopsida","","Tracheophyta","","Plantae","","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.627759,-116.949919,"","",1.44115e+12,"https://en.wiktionary.org/wiki/support","carlossofia. 2015. Apis mellifera associated species with names lookup Baccharis pilularis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/1933188> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13494","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:1911863",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","GBIF:2925869","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51269599 | EOL:37724 | GBIF:2925869 | IRMNG:1033278 | ITIS:31700 | NCBI:255583 | OTT:863439 | WD:Q2354690 | WORMS:718766","Amsinckia","genus","Plantae | Tracheophyta | Magnoliopsida | Boraginales | Boraginaceae | Amsinckia","GBIF:6 | GBIF:7707728 | GBIF:220 | GBIF:7226464 | GBIF:2498 | GBIF:2925869","kingdom | phylum | class | order | family | genus","","","Amsinckia","GBIF:2925869","Boraginaceae","GBIF:2498","Boraginales","GBIF:7226464","Magnoliopsida","GBIF:220","Tracheophyta","GBIF:7707728","Plantae","GBIF:6","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",34.65379,-118.27181,"","",1.42645e+12,"https://en.wiktionary.org/wiki/support","sea-kangaroo. 2015. Apis mellifera nectar plant Amsinckia. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/1911863> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13495","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:19113544",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:64141","GBIF:3118771 | INAT_TAXON:64141 | IRMNG:10206890 | ITIS:37307 | NCBI:183026 | OTT:528984 | WD:Q5375329","Encelia californica","species","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Encelia | Encelia californica","","kingdom | phylum | class | order | family | genus | species","Encelia californica","","Encelia","","Asteraceae","","Asterales","","Magnoliopsida","","Tracheophyta","","Plantae","","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",32.93495833,-117.25648,"","",1.545e+12,"https://en.wiktionary.org/wiki/support","Daniel Onea. 2018. Apis mellifera nectar plant Encelia californica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/19113544> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13618","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:1788834",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:57983","GBIF:3119195 | GBIF:9206251 | INAT_TAXON:57983 | IRMNG:10209455 | ITIS:36616 | NCBI:4232 | OTT:515712 | WD:Q171497","Helianthus annuus","species","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Helianthus | Helianthus annuus","","kingdom | phylum | class | order | family | genus | species","Helianthus annuus","","Helianthus","","Asteraceae","","Asterales","","Magnoliopsida","","Tracheophyta","","Plantae","","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",34.129223,-118.828131,"","",1.43744e+12,"https://en.wiktionary.org/wiki/support","James Bailey. 2015. Apis mellifera interaction->visited flower of Helianthus annuus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/1788834> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
"13666","INAT_TAXON:47219","GBIF:1341976 | INAT_TAXON:47219 | IRMNG:11307057 | ITIS:154396 | NCBI:7460 | OTT:461645 | WD:Q30034","Apis mellifera","species","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis | Apis mellifera","","kingdom | phylum | class | order | family | genus | species","Apis mellifera","","Apis","","Apidae","","Hymenoptera","","Insecta","","Arthropoda","","Animalia","","INAT:1753721",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"","visitsFlowersOf","http://purl.obolibrary.org/obo/RO_0002622","INAT_TAXON:53052","GBIF:3034922 | INAT_TAXON:53052 | IRMNG:11426304 | ITIS:29509 | NCBI:48038 | OTT:498475 | WD:Q43511","Foeniculum vulgare","species","Plantae | Tracheophyta | Magnoliopsida | Apiales | Apiaceae | Foeniculum | Foeniculum vulgare","","kingdom | phylum | class | order | family | genus | species","Foeniculum vulgare","","Foeniculum","","Apiaceae","","Apiales","","Magnoliopsida","","Tracheophyta","","Plantae","","",NA,"","no:match","HumanObservation","","","","",NA,NA,NA,"",33.756617,-118.368708,"","",1.43682e+12,"https://en.wiktionary.org/wiki/support","Charlie Hohn. 2015. Apis mellifera nectar plant Foeniculum vulgare. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/1753721> on 17 Jul 2020.","",NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","globalbioticinteractions/inaturalist","https://github.com/globalbioticinteractions/inaturalist/archive/59c31764cf861433f23240a777ebc7bc2a51381e.zip","","2020-07-14T23:46:55.504Z",1,1,2,1
