"","sourceTaxonId","sourceTaxonIds","sourceTaxonName","sourceTaxonRank","sourceTaxonPathNames","sourceTaxonPathIds","sourceTaxonPathRankNames","sourceTaxonSpeciesName","sourceTaxonSpeciesId","sourceTaxonGenusName","sourceTaxonGenusId","sourceTaxonFamilyName","sourceTaxonFamilyId","sourceTaxonOrderName","sourceTaxonOrderId","sourceTaxonClassName","sourceTaxonClassId","sourceTaxonPhylumName","sourceTaxonPhylumId","sourceTaxonKingdomName","sourceTaxonKingdomId","sourceId","sourceOccurrenceId","sourceCatalogNumber","sourceBasisOfRecordId","sourceBasisOfRecordName","sourceLifeStageId","sourceLifeStageName","sourceBodyPartId","sourceBodyPartName","sourcePhysiologicalStateId","sourcePhysiologicalStateName","sourceSexId","sourceSexName","interactionTypeName","interactionTypeId","targetTaxonId","targetTaxonIds","targetTaxonName","targetTaxonRank","targetTaxonPathNames","targetTaxonPathIds","targetTaxonPathRankNames","targetTaxonSpeciesName","targetTaxonSpeciesId","targetTaxonGenusName","targetTaxonGenusId","targetTaxonFamilyName","targetTaxonFamilyId","targetTaxonOrderName","targetTaxonOrderId","targetTaxonClassName","targetTaxonClassId","targetTaxonPhylumName","targetTaxonPhylumId","targetTaxonKingdomName","targetTaxonKingdomId","targetId","targetOccurrenceId","targetCatalogNumber","targetBasisOfRecordId","targetBasisOfRecordName","targetLifeStageId","targetLifeStageName","targetBodyPartId","targetBodyPartName","targetPhysiologicalStateId","targetPhysiologicalStateName","targetSexId","targetSexName","decimalLatitude","decimalLongitude","localityId","localityName","eventDateUnixEpoch","argumentTypeId","referenceCitation","referenceDoi","referenceUrl","sourceCitation","sourceNamespace","sourceArchiveURI","sourceDOI","sourceLastSeenAtUnixEpoch","Insect","Plant","tot"
"121624","EOL:467544","EOL:467544 | GBIF:3150935 | INAT_TAXON:48627 | IRMNG:11035835 | ITIS:37281 | NCBI:53751 | OTT:87526 | WD:Q272661","Echinacea purpurea","species","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Echinacea | Echinacea purpurea","EOL_V2:281 | EOL:4077 | EOL:283 | EOL:4205 | EOL:4206 | EOL:59379 | EOL:467544","kingdom | phylum | class | order | family | genus | species","Echinacea purpurea","EOL:467544","Echinacea","EOL:59379","Asteraceae","EOL:4206","Asterales","EOL:4205","Magnoliopsida","EOL:283","Tracheophyta","EOL:4077","Plantae","EOL_V2:281","",NA,"","","","","","","",NA,NA,NA,"","interactsWith","http://purl.obolibrary.org/obo/RO_0002437","EOL:2743046","EOL:2743046 | GBIF:1353501 | GBIF:8858397 | GBIF:9147909 | INAT_TAXON:490484 | IRMNG:1318560 | ITIS:154357 | NCBI:1127285 | NCBI:1127288 | NCBI:1127289 | NCBI:1127290 | NCBI:1824693 | NCBI:1824694 | NCBI:1824695 | NCBI:1824696 | NCBI:1824697 | NCBI:1824698 | NCBI:1824699 | NCBI:1824700 | NCBI:1824701 | NCBI:88472 | OTT:1072079 | OTT:154410 | OTT:458953 | OTT:920938 | OTT:920939 | WD:Q1939370","Lasioglossum","genus","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Halictidae | Lasioglossum","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7498 | EOL:2743046","kingdom | phylum | class | order | superfamily | family | genus","","","Lasioglossum","EOL:2743046","Halictidae","EOL:7498","Hymenoptera","EOL:648","Insecta","EOL:344","Arthropoda","EOL:164","Animalia","EOL:1","",NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,"https://en.wiktionary.org/wiki/support","A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/Bhanditz/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 17 Jul 2020.","",NA,"A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining.","Bhanditz/pseudonitzchia","https://github.com/Bhanditz/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip","","2020-07-15T02:33:34.482Z",0,0,0
